subscription_id,user_id,plan_id,start_date,end_date,amount,status,transaction_type
sub_2075ec,usr_0723adb6,Trial_Basic,2024-03-23,2024-04-06,0.0,Trial,New_Business
sub_82c32c,usr_df775eeb,Trial_Pro,2024-03-05,2024-03-19,0.0,Trial,New_Business
sub_8446e5,usr_df775eeb,Basic_Annual,2024-03-20,,290.0,Active,New_Business
sub_d94965,usr_06964ab8,Trial_Pro,2024-03-29,2024-04-12,0.0,Trial,New_Business
sub_592c95,usr_812496ad,Trial_Pro,2024-05-05,2024-05-19,0.0,Trial,New_Business
sub_c026d7,usr_812496ad,Basic_Monthly,2024-05-20,2024-06-19,29.0,Active,New_Business
sub_068737,usr_812496ad,Basic_Monthly,2024-06-20,,29.0,Active,Renewal
sub_67fe42,usr_b3fe065a,Trial_Pro,2024-07-18,2024-08-01,0.0,Trial,New_Business
sub_c6e105,usr_f36084e1,Trial_Basic,2024-12-23,2025-01-06,0.0,Trial,New_Business
sub_39db71,usr_8eadc72b,Trial_Basic,2024-01-23,2024-02-06,0.0,Trial,New_Business
sub_ed7604,usr_93fbc3f8,Trial_Pro,2024-03-30,2024-04-13,0.0,Trial,New_Business
sub_b03c93,usr_cbdc8225,Trial_Pro,2024-10-26,2024-11-09,0.0,Trial,New_Business
sub_c5932f,usr_b4c7b2ee,Trial_Pro,2024-02-15,2024-02-29,0.0,Trial,New_Business
sub_456711,usr_ca22562f,Trial_Basic,2024-04-19,2024-05-03,0.0,Trial,New_Business
sub_b6fb6b,usr_93b06663,Trial_Basic,2024-02-04,2024-02-18,0.0,Trial,New_Business
sub_c8ce6c,usr_680f5b74,Trial_Pro,2024-12-05,2024-12-19,0.0,Trial,New_Business
sub_033a52,usr_1dd7f474,Trial_Basic,2024-07-04,2024-07-18,0.0,Trial,New_Business
sub_2eca42,usr_ea3f6286,Trial_Basic,2024-06-05,2024-06-19,0.0,Trial,New_Business
sub_bb030b,usr_1ec23281,Trial_Pro,2024-10-20,2024-11-03,0.0,Trial,New_Business
sub_2869aa,usr_c4f673ba,Trial_Pro,2024-09-09,2024-09-23,0.0,Trial,New_Business
sub_a5ee2f,usr_c664c761,Trial_Pro,2024-09-18,2024-10-02,0.0,Trial,New_Business
sub_6e7885,usr_2030f8f1,Trial_Basic,2024-06-16,2024-06-30,0.0,Trial,New_Business
sub_c1d879,usr_65e69172,Trial_Pro,2024-02-09,2024-02-23,0.0,Trial,New_Business
sub_f024dd,usr_65e69172,Basic_Annual,2024-02-24,,290.0,Active,New_Business
sub_8ef4cd,usr_c56f448c,Trial_Pro,2024-10-05,2024-10-19,0.0,Trial,New_Business
sub_8e27fb,usr_c56f448c,Basic_Annual,2024-10-20,,290.0,Active,New_Business
sub_76c121,usr_4ce708ab,Trial_Basic,2024-02-14,2024-02-28,0.0,Trial,New_Business
sub_394ea2,usr_e706b8cd,Trial_Basic,2024-06-10,2024-06-24,0.0,Trial,New_Business
sub_eeda74,usr_c2fe55ae,Trial_Basic,2024-06-30,2024-07-14,0.0,Trial,New_Business
sub_fdce68,usr_5cfdec95,Trial_Pro,2024-04-19,2024-05-03,0.0,Trial,New_Business
sub_821e5f,usr_5cfdec95,Basic_Monthly,2024-05-04,2024-06-03,29.0,Active,New_Business
sub_1529b8,usr_5cfdec95,Basic_Monthly,2024-06-04,,29.0,Active,Renewal
sub_40c0ee,usr_e052cb63,Trial_Basic,2024-04-02,2024-04-16,0.0,Trial,New_Business
sub_7233fe,usr_e052cb63,Basic_Monthly,2024-04-17,2024-05-17,29.0,Active,New_Business
sub_831c45,usr_e052cb63,Basic_Monthly,2024-05-18,,29.0,Active,Renewal
sub_fecafa,usr_0f284802,Trial_Pro,2024-02-10,2024-02-24,0.0,Trial,New_Business
sub_d3a891,usr_4cc0bee7,Trial_Basic,2024-10-26,2024-11-09,0.0,Trial,New_Business
sub_573242,usr_4cc0bee7,Basic_Annual,2024-11-10,,290.0,Active,New_Business
sub_e3612b,usr_be5c5b70,Trial_Basic,2024-03-22,2024-04-05,0.0,Trial,New_Business
sub_88f2b5,usr_df656a21,Trial_Pro,2024-11-03,2024-11-17,0.0,Trial,New_Business
sub_d13330,usr_e80bae1b,Trial_Pro,2024-12-11,2024-12-25,0.0,Trial,New_Business
sub_060763,usr_9a7217e2,Trial_Pro,2024-04-10,2024-04-24,0.0,Trial,New_Business
sub_7949f9,usr_9a7217e2,Basic_Annual,2024-04-25,,290.0,Active,New_Business
sub_337d48,usr_cb563041,Trial_Basic,2024-12-20,2025-01-03,0.0,Trial,New_Business
sub_6b9a38,usr_099bf747,Trial_Basic,2024-02-08,2024-02-22,0.0,Trial,New_Business
sub_f798a7,usr_6f325de2,Trial_Basic,2024-12-19,2025-01-02,0.0,Trial,New_Business
sub_43b12d,usr_73dfc800,Trial_Pro,2024-07-27,2024-08-10,0.0,Trial,New_Business
sub_b8fdae,usr_73dfc800,Basic_Monthly,2024-08-11,2024-09-10,29.0,Active,New_Business
sub_6b326e,usr_73dfc800,Basic_Monthly,2024-09-11,,29.0,Active,Renewal
sub_14dc42,usr_e12daaee,Trial_Basic,2024-01-07,2024-01-21,0.0,Trial,New_Business
sub_1132b3,usr_11e22f96,Trial_Pro,2024-12-12,2024-12-26,0.0,Trial,New_Business
sub_252d3f,usr_cd8a8935,Trial_Basic,2024-01-09,2024-01-23,0.0,Trial,New_Business
sub_f00e1f,usr_cd8a8935,Basic_Annual,2024-01-24,,290.0,Active,New_Business
sub_766a1f,usr_ae7d9308,Trial_Basic,2024-10-12,2024-10-26,0.0,Trial,New_Business
sub_d4076f,usr_5e04f0cc,Trial_Basic,2024-09-28,2024-10-12,0.0,Trial,New_Business
sub_fd77c7,usr_3e2ee267,Trial_Basic,2024-04-17,2024-05-01,0.0,Trial,New_Business
sub_51c071,usr_48ba3ea0,Trial_Pro,2024-04-13,2024-04-27,0.0,Trial,New_Business
sub_1afb02,usr_48ba3ea0,Basic_Monthly,2024-04-28,2024-05-28,29.0,Active,New_Business
sub_0967ba,usr_48ba3ea0,Basic_Monthly,2024-05-29,,29.0,Active,Renewal
sub_c2a560,usr_6c4de9b4,Trial_Pro,2024-01-06,2024-01-20,0.0,Trial,New_Business
sub_de4674,usr_9a5fc19b,Trial_Basic,2024-08-27,2024-09-10,0.0,Trial,New_Business
sub_d0e537,usr_9a5fc19b,Basic_Monthly,2024-09-11,2024-10-11,29.0,Active,New_Business
sub_152318,usr_9a5fc19b,Basic_Monthly,2024-10-12,,29.0,Active,Renewal
sub_967604,usr_c136fbe6,Trial_Basic,2024-01-17,2024-01-31,0.0,Trial,New_Business
sub_1faa49,usr_77dfb68a,Trial_Basic,2024-05-16,2024-05-30,0.0,Trial,New_Business
sub_5d0922,usr_d00241dc,Trial_Pro,2024-11-07,2024-11-21,0.0,Trial,New_Business
sub_9a5d70,usr_1a71e133,Trial_Pro,2024-05-01,2024-05-15,0.0,Trial,New_Business
sub_3b7341,usr_1a71e133,Basic_Annual,2024-05-16,,290.0,Active,New_Business
sub_232099,usr_e92f4811,Trial_Pro,2024-07-19,2024-08-02,0.0,Trial,New_Business
sub_d983f7,usr_24cc5124,Trial_Basic,2024-10-06,2024-10-20,0.0,Trial,New_Business
sub_7422c9,usr_0f2fcafd,Trial_Basic,2024-11-06,2024-11-20,0.0,Trial,New_Business
sub_d61c44,usr_f0cf9d64,Trial_Basic,2024-03-09,2024-03-23,0.0,Trial,New_Business
sub_154b7b,usr_f0cf9d64,Pro_Monthly,2024-03-24,2024-04-23,99.0,Active,New_Business
sub_97ce80,usr_f0cf9d64,Pro_Monthly,2024-04-24,,99.0,Active,Renewal
sub_1a1a6d,usr_0b681fc5,Trial_Pro,2024-12-27,2025-01-10,0.0,Trial,New_Business
sub_e7a426,usr_798de350,Trial_Pro,2024-05-20,2024-06-03,0.0,Trial,New_Business
sub_35de40,usr_d9036cb1,Trial_Pro,2024-05-14,2024-05-28,0.0,Trial,New_Business
sub_bc7b35,usr_d9036cb1,Basic_Monthly,2024-05-29,2024-06-28,29.0,Active,New_Business
sub_95813c,usr_d9036cb1,Basic_Monthly,2024-06-29,2024-06-29,0.0,Cancelled,Churn
sub_21272d,usr_3e993721,Trial_Basic,2024-12-29,2025-01-12,0.0,Trial,New_Business
sub_dd6ff0,usr_c0aebe25,Trial_Basic,2024-09-14,2024-09-28,0.0,Trial,New_Business
sub_0ae93c,usr_c8842f1f,Trial_Pro,2024-03-15,2024-03-29,0.0,Trial,New_Business
sub_bb83a0,usr_45c4d247,Trial_Basic,2024-07-09,2024-07-23,0.0,Trial,New_Business
sub_f4ff4e,usr_5ef09002,Trial_Basic,2024-02-22,2024-03-07,0.0,Trial,New_Business
sub_7ca504,usr_eb46bbee,Trial_Basic,2024-03-08,2024-03-22,0.0,Trial,New_Business
sub_b69298,usr_5fc633c1,Trial_Pro,2024-02-07,2024-02-21,0.0,Trial,New_Business
sub_ebba7e,usr_64308327,Trial_Pro,2024-02-04,2024-02-18,0.0,Trial,New_Business
sub_346990,usr_890f8127,Trial_Basic,2024-05-27,2024-06-10,0.0,Trial,New_Business
sub_cc6c0a,usr_639f39ed,Trial_Pro,2024-10-22,2024-11-05,0.0,Trial,New_Business
sub_0e5554,usr_9c01d40c,Trial_Basic,2024-11-16,2024-11-30,0.0,Trial,New_Business
sub_d13455,usr_9c01d40c,Pro_Annual,2024-12-01,,990.0,Active,New_Business
sub_3c3bde,usr_441bb917,Trial_Pro,2024-02-27,2024-03-12,0.0,Trial,New_Business
sub_37d094,usr_8dcd9b86,Trial_Basic,2024-01-27,2024-02-10,0.0,Trial,New_Business
sub_6c7994,usr_ac21e016,Trial_Pro,2024-03-27,2024-04-10,0.0,Trial,New_Business
sub_c7d872,usr_49e50b3f,Trial_Pro,2024-12-13,2024-12-27,0.0,Trial,New_Business
sub_95afc3,usr_49e50b3f,Basic_Monthly,2024-12-28,,29.0,Active,New_Business
sub_622d8b,usr_1e9e8928,Trial_Basic,2024-08-29,2024-09-12,0.0,Trial,New_Business
sub_2a4d86,usr_c285f1bd,Trial_Pro,2024-10-08,2024-10-22,0.0,Trial,New_Business
sub_aadfeb,usr_55b6aa44,Trial_Pro,2024-01-08,2024-01-22,0.0,Trial,New_Business
sub_80e4bb,usr_cf98f2ba,Trial_Basic,2024-07-27,2024-08-10,0.0,Trial,New_Business
sub_6440ca,usr_2c04bd45,Trial_Pro,2024-08-20,2024-09-03,0.0,Trial,New_Business
sub_7b83e4,usr_cde9fa08,Trial_Pro,2024-09-20,2024-10-04,0.0,Trial,New_Business
sub_343c0e,usr_0b72a61e,Trial_Basic,2024-11-24,2024-12-08,0.0,Trial,New_Business
sub_e56e23,usr_0b72a61e,Pro_Monthly,2024-12-09,,99.0,Active,New_Business
sub_a0bf33,usr_944068d2,Trial_Pro,2024-11-22,2024-12-06,0.0,Trial,New_Business
sub_e29fec,usr_d3e56cd1,Trial_Pro,2024-11-10,2024-11-24,0.0,Trial,New_Business
sub_ed075e,usr_ab8c013f,Trial_Basic,2024-11-18,2024-12-02,0.0,Trial,New_Business
sub_1efe00,usr_ab8c013f,Basic_Annual,2024-12-03,,290.0,Active,New_Business
sub_79cbb2,usr_77f927fe,Trial_Basic,2024-10-08,2024-10-22,0.0,Trial,New_Business
sub_c63fdd,usr_c2b2b4b3,Trial_Pro,2024-02-13,2024-02-27,0.0,Trial,New_Business
sub_dcc30c,usr_07c762c5,Trial_Basic,2024-11-06,2024-11-20,0.0,Trial,New_Business
sub_277b02,usr_07c762c5,Basic_Monthly,2024-11-21,2024-12-21,29.0,Active,New_Business
sub_facf6b,usr_07c762c5,Basic_Monthly,2024-12-22,,29.0,Active,Renewal
sub_680953,usr_93db8b30,Trial_Pro,2024-04-12,2024-04-26,0.0,Trial,New_Business
sub_e22380,usr_c99d0619,Trial_Basic,2024-02-18,2024-03-03,0.0,Trial,New_Business
sub_886f27,usr_2ef2a5eb,Trial_Basic,2024-11-06,2024-11-20,0.0,Trial,New_Business
sub_4319b7,usr_72880cd1,Trial_Basic,2024-05-29,2024-06-12,0.0,Trial,New_Business
sub_621d13,usr_72880cd1,Basic_Monthly,2024-06-13,2024-07-13,29.0,Active,New_Business
sub_131c36,usr_72880cd1,Basic_Monthly,2024-07-14,,29.0,Active,Renewal
sub_01c1d0,usr_3764a2b6,Trial_Basic,2024-03-09,2024-03-23,0.0,Trial,New_Business
sub_ee673d,usr_d521791c,Trial_Pro,2024-08-21,2024-09-04,0.0,Trial,New_Business
sub_a9d3e1,usr_d521791c,Basic_Monthly,2024-09-05,2024-10-05,29.0,Active,New_Business
sub_fda0ec,usr_d521791c,Basic_Monthly,2024-10-06,,29.0,Active,Renewal
sub_676344,usr_89c70caa,Trial_Basic,2024-05-08,2024-05-22,0.0,Trial,New_Business
sub_96b6b3,usr_89c70caa,Basic_Monthly,2024-05-23,2024-06-22,29.0,Active,New_Business
sub_823592,usr_89c70caa,Basic_Monthly,2024-06-23,2024-06-23,0.0,Cancelled,Churn
sub_e537a7,usr_3d8283c5,Trial_Basic,2024-09-09,2024-09-23,0.0,Trial,New_Business
sub_7d3de7,usr_a6713348,Trial_Pro,2024-03-30,2024-04-13,0.0,Trial,New_Business
sub_4c918a,usr_e94ed0ea,Trial_Pro,2024-06-18,2024-07-02,0.0,Trial,New_Business
sub_2686a5,usr_eae0911a,Trial_Pro,2024-01-16,2024-01-30,0.0,Trial,New_Business
sub_ff8c21,usr_e42a79a1,Trial_Basic,2024-04-12,2024-04-26,0.0,Trial,New_Business
sub_d8274e,usr_da21827a,Trial_Basic,2024-05-04,2024-05-18,0.0,Trial,New_Business
sub_820e83,usr_d29faca3,Trial_Pro,2024-12-19,2025-01-02,0.0,Trial,New_Business
sub_9aeaa0,usr_24c1a138,Trial_Basic,2024-12-15,2024-12-29,0.0,Trial,New_Business
sub_4b1fa9,usr_5ec0e0a1,Trial_Basic,2024-04-07,2024-04-21,0.0,Trial,New_Business
sub_c411c3,usr_375cf386,Trial_Basic,2024-08-15,2024-08-29,0.0,Trial,New_Business
sub_132093,usr_35100fd2,Trial_Basic,2024-03-07,2024-03-21,0.0,Trial,New_Business
sub_46c809,usr_7bb58a2c,Trial_Basic,2024-09-27,2024-10-11,0.0,Trial,New_Business
sub_56180a,usr_3969f8c9,Trial_Basic,2024-02-19,2024-03-04,0.0,Trial,New_Business
sub_f08920,usr_e01d3f75,Trial_Basic,2024-07-01,2024-07-15,0.0,Trial,New_Business
sub_9f3651,usr_e6b5321e,Trial_Basic,2024-01-26,2024-02-09,0.0,Trial,New_Business
sub_8ab569,usr_fccad13f,Trial_Pro,2024-10-28,2024-11-11,0.0,Trial,New_Business
sub_e9a20b,usr_f1ae1a19,Trial_Pro,2024-03-15,2024-03-29,0.0,Trial,New_Business
sub_d2a1fd,usr_c9b693c4,Trial_Pro,2024-09-14,2024-09-28,0.0,Trial,New_Business
sub_11b979,usr_c9b693c4,Pro_Monthly,2024-09-29,2024-10-29,99.0,Active,New_Business
sub_c546c2,usr_c9b693c4,Pro_Monthly,2024-10-30,,99.0,Active,Renewal
sub_89a9e0,usr_31be02d1,Trial_Basic,2024-03-21,2024-04-04,0.0,Trial,New_Business
sub_c7a3c6,usr_0f58cf5d,Trial_Pro,2024-09-14,2024-09-28,0.0,Trial,New_Business
sub_03d4b9,usr_7e540b1e,Trial_Pro,2024-09-16,2024-09-30,0.0,Trial,New_Business
sub_3442c5,usr_d8cf5cf4,Trial_Pro,2024-04-20,2024-05-04,0.0,Trial,New_Business
sub_8de19e,usr_b1c63c54,Trial_Pro,2024-03-14,2024-03-28,0.0,Trial,New_Business
sub_26f8af,usr_685f1ac9,Trial_Pro,2024-03-23,2024-04-06,0.0,Trial,New_Business
sub_9e9221,usr_de2fe34b,Trial_Pro,2024-07-21,2024-08-04,0.0,Trial,New_Business
sub_f814b9,usr_42e3f728,Trial_Basic,2024-11-02,2024-11-16,0.0,Trial,New_Business
sub_347a43,usr_5f280104,Trial_Pro,2024-11-10,2024-11-24,0.0,Trial,New_Business
sub_9ce944,usr_2881eb1e,Trial_Pro,2024-10-09,2024-10-23,0.0,Trial,New_Business
sub_4b7c49,usr_3fd76e7d,Trial_Pro,2024-09-26,2024-10-10,0.0,Trial,New_Business
sub_b75f7c,usr_6ec9d7e3,Trial_Basic,2024-03-11,2024-03-25,0.0,Trial,New_Business
sub_78f6e7,usr_410848ec,Trial_Basic,2024-01-30,2024-02-13,0.0,Trial,New_Business
sub_2f85f3,usr_410848ec,Pro_Monthly,2024-02-14,2024-03-15,99.0,Active,New_Business
sub_467b8e,usr_410848ec,Pro_Monthly,2024-03-16,,99.0,Active,Renewal
sub_6cf069,usr_3f1dd99e,Trial_Pro,2024-10-30,2024-11-13,0.0,Trial,New_Business
sub_154213,usr_12927f3e,Trial_Pro,2024-07-19,2024-08-02,0.0,Trial,New_Business
sub_49452d,usr_95504cdc,Trial_Pro,2024-01-17,2024-01-31,0.0,Trial,New_Business
sub_a88e9d,usr_9a1b3ac6,Trial_Pro,2024-06-06,2024-06-20,0.0,Trial,New_Business
sub_65ce1e,usr_9a1b3ac6,Basic_Monthly,2024-06-21,2024-07-21,29.0,Active,New_Business
sub_637094,usr_9a1b3ac6,Basic_Monthly,2024-07-22,,29.0,Active,Renewal
sub_122bc5,usr_2ee3be7f,Trial_Basic,2024-06-09,2024-06-23,0.0,Trial,New_Business
sub_9a670b,usr_83c40a5d,Trial_Pro,2024-02-08,2024-02-22,0.0,Trial,New_Business
sub_c21998,usr_db36ceec,Trial_Pro,2024-08-26,2024-09-09,0.0,Trial,New_Business
sub_1e5950,usr_835dac29,Trial_Basic,2024-11-23,2024-12-07,0.0,Trial,New_Business
sub_1463d2,usr_54cf9f1a,Trial_Pro,2024-09-12,2024-09-26,0.0,Trial,New_Business
sub_f4e5af,usr_3f689ccc,Trial_Basic,2024-09-26,2024-10-10,0.0,Trial,New_Business
sub_13ce71,usr_59d7c5c6,Trial_Basic,2024-06-21,2024-07-05,0.0,Trial,New_Business
sub_2481f6,usr_22d10d39,Trial_Basic,2024-10-02,2024-10-16,0.0,Trial,New_Business
sub_eb6db8,usr_22d10d39,Pro_Monthly,2024-10-17,2024-11-16,99.0,Active,New_Business
sub_6f2026,usr_22d10d39,Pro_Monthly,2024-11-17,,99.0,Active,Renewal
sub_c73769,usr_db7b7d4e,Trial_Basic,2024-05-01,2024-05-15,0.0,Trial,New_Business
sub_99e527,usr_db7b7d4e,Basic_Monthly,2024-05-16,2024-06-15,29.0,Active,New_Business
sub_c3c4f4,usr_db7b7d4e,Basic_Monthly,2024-06-16,,29.0,Active,Renewal
sub_32243d,usr_024911aa,Trial_Pro,2024-12-14,2024-12-28,0.0,Trial,New_Business
sub_b34135,usr_17aa235e,Trial_Pro,2024-10-27,2024-11-10,0.0,Trial,New_Business
sub_cd4fb9,usr_89d43931,Trial_Basic,2024-08-04,2024-08-18,0.0,Trial,New_Business
sub_61a338,usr_89d43931,Basic_Monthly,2024-08-19,2024-09-18,29.0,Active,New_Business
sub_bdff8b,usr_89d43931,Basic_Monthly,2024-09-19,,29.0,Active,Renewal
sub_855726,usr_cf72cef3,Trial_Basic,2024-03-06,2024-03-20,0.0,Trial,New_Business
sub_293bca,usr_a0d3e5aa,Trial_Basic,2024-06-30,2024-07-14,0.0,Trial,New_Business
sub_af1ef0,usr_db1f5a0d,Trial_Basic,2024-12-14,2024-12-28,0.0,Trial,New_Business
sub_0ad60f,usr_35b99d42,Trial_Pro,2024-07-29,2024-08-12,0.0,Trial,New_Business
sub_9f655b,usr_0819b87d,Trial_Pro,2024-08-24,2024-09-07,0.0,Trial,New_Business
sub_0e4d38,usr_0819b87d,Basic_Monthly,2024-09-08,2024-10-08,29.0,Active,New_Business
sub_9654fe,usr_0819b87d,Basic_Monthly,2024-10-09,,29.0,Active,Renewal
sub_3c7826,usr_67e1aa89,Trial_Basic,2024-06-01,2024-06-15,0.0,Trial,New_Business
sub_dadd43,usr_280471ba,Trial_Pro,2024-10-11,2024-10-25,0.0,Trial,New_Business
sub_43b9ee,usr_85c60b6f,Trial_Pro,2024-11-04,2024-11-18,0.0,Trial,New_Business
sub_4ecf02,usr_09aa1783,Trial_Pro,2024-09-24,2024-10-08,0.0,Trial,New_Business
sub_a7f77a,usr_19409985,Trial_Basic,2024-11-30,2024-12-14,0.0,Trial,New_Business
sub_c272f4,usr_965564c8,Trial_Basic,2024-06-16,2024-06-30,0.0,Trial,New_Business
sub_83d30f,usr_ba6bba11,Trial_Pro,2024-06-16,2024-06-30,0.0,Trial,New_Business
sub_adcb68,usr_ba6bba11,Basic_Annual,2024-07-01,,290.0,Active,New_Business
sub_3f439c,usr_4cc5eebd,Trial_Pro,2024-05-25,2024-06-08,0.0,Trial,New_Business
sub_95fd5a,usr_2f30e82f,Trial_Pro,2024-11-04,2024-11-18,0.0,Trial,New_Business
sub_f29d8a,usr_6403c7e7,Trial_Pro,2024-04-21,2024-05-05,0.0,Trial,New_Business
sub_acaaaa,usr_baef4c03,Trial_Pro,2024-07-14,2024-07-28,0.0,Trial,New_Business
sub_282de6,usr_c508cb66,Trial_Basic,2024-11-04,2024-11-18,0.0,Trial,New_Business
sub_ce7bc2,usr_3910e8c9,Trial_Pro,2024-08-18,2024-09-01,0.0,Trial,New_Business
sub_f33e9f,usr_894fe2f3,Trial_Pro,2024-11-15,2024-11-29,0.0,Trial,New_Business
sub_7cac76,usr_1996f1d2,Trial_Basic,2024-11-15,2024-11-29,0.0,Trial,New_Business
sub_e7e521,usr_e4bb11b5,Trial_Basic,2024-01-16,2024-01-30,0.0,Trial,New_Business
sub_ec7739,usr_09b671fe,Trial_Basic,2024-08-31,2024-09-14,0.0,Trial,New_Business
sub_2eb589,usr_09b671fe,Pro_Monthly,2024-09-15,2024-10-15,99.0,Active,New_Business
sub_dcb62b,usr_09b671fe,Pro_Monthly,2024-10-16,,99.0,Active,Renewal
sub_d75b0e,usr_cb59ba74,Trial_Basic,2024-06-11,2024-06-25,0.0,Trial,New_Business
