customer_id,signup_date,is_activated,has_active_sub,last_seen,days_since_signup,days_since_last_seen,stage,lifecycle_segment,amount,revenue_segment
C00057,2025-03-03,False,True,2025-03-03,284,284,Retained,Active,1194.0,High-Tier
C00058,2025-05-25,False,False,2025-05-25,201,201,Churned,Churned,0.0,Free
C00059,2025-09-15,False,False,2025-09-15,88,88,Churned,Churned,0.0,Free
C00060,2025-03-11,True,False,2025-05-16,276,210,Dormant,At-Risk,0.0,Free
C00061,2025-10-12,True,False,2025-10-13,61,60,Dormant,At-Risk,0.0,Free
C00062,2025-02-09,True,False,2025-04-21,306,235,Dormant,At-Risk,0.0,Free
C00063,2025-08-27,False,True,2025-08-27,107,107,Retained,Active,5994.0,High-Tier
C00064,2024-12-21,False,False,2024-12-21,356,356,Churned,Churned,0.0,Free
C00065,2025-10-11,True,False,2025-10-21,62,52,Dormant,At-Risk,0.0,Free
C00066,2025-05-31,True,False,2025-06-03,195,192,Dormant,At-Risk,0.0,Free
C00067,2025-02-03,True,False,2025-02-17,312,298,Dormant,At-Risk,0.0,Free
C00068,2025-06-04,True,False,2025-06-14,191,181,Dormant,At-Risk,0.0,Free
C00069,2025-07-28,False,False,2025-07-28,137,137,Churned,Churned,0.0,Free
C00070,2025-04-09,True,True,2025-04-21,247,235,Retained,Active,5994.0,High-Tier
C00071,2025-12-01,False,True,2026-06-16,11,-186,Retained,Active,2994.0,High-Tier
C00072,2025-08-24,True,True,2025-09-03,110,100,Retained,Active,2994.0,High-Tier
C00073,2025-03-07,True,False,2025-03-18,280,269,Dormant,At-Risk,0.0,Free
C00074,2024-12-25,False,False,2024-12-25,352,352,Churned,Churned,0.0,Free
C00075,2025-12-06,False,False,2025-12-06,6,6,Acquisition,New,0.0,Free
C00076,2025-08-05,True,True,2025-08-14,129,120,Retained,Active,2994.0,High-Tier
C00077,2025-07-11,True,True,2025-07-12,154,153,Retained,Active,1194.0,High-Tier
C00078,2025-01-24,False,False,2025-01-24,322,322,Churned,Churned,0.0,Free
C00079,2025-06-01,True,False,2025-06-04,194,191,Dormant,At-Risk,0.0,Free
C00080,2025-10-07,False,False,2025-10-07,66,66,Churned,Churned,0.0,Free
C00081,2025-10-15,False,False,2025-10-15,58,58,Churned,Churned,0.0,Free
C00082,2025-06-25,True,False,2025-07-01,170,164,Dormant,At-Risk,0.0,Free
C00083,2025-08-22,False,False,2025-08-22,112,112,Churned,Churned,0.0,Free
C00084,2025-05-28,True,True,2025-05-28,198,198,Retained,Active,5994.0,High-Tier
C00085,2025-01-15,True,False,2025-01-27,331,319,Dormant,At-Risk,0.0,Free
C00086,2025-05-15,False,False,2025-05-15,211,211,Churned,Churned,0.0,Free
C00087,2025-01-04,True,False,2025-01-10,342,336,Dormant,At-Risk,0.0,Free
C00088,2025-06-20,False,True,2025-06-20,175,175,Retained,Active,2994.0,High-Tier
C00089,2025-05-08,True,False,2025-07-29,218,136,Dormant,At-Risk,0.0,Free
C00090,2025-12-08,False,True,2025-12-08,4,4,Retained,Active,1194.0,High-Tier
C00091,2025-02-26,True,False,2025-02-26,289,289,Dormant,At-Risk,0.0,Free
C00092,2024-12-15,True,False,2024-12-21,362,356,Dormant,At-Risk,0.0,Free
C00093,2025-05-27,False,False,2025-05-27,199,199,Churned,Churned,0.0,Free
C00094,2025-10-22,True,False,2026-03-06,51,-84,Engagement,Active,0.0,Free
C00095,2025-11-27,False,False,2025-11-27,15,15,Churned,Churned,0.0,Free
C00096,2025-02-18,False,False,2025-02-18,297,297,Churned,Churned,0.0,Free
C00097,2025-01-11,False,False,2025-01-11,335,335,Churned,Churned,0.0,Free
C00098,2025-11-21,True,False,2026-03-02,21,-80,Engagement,Active,0.0,Free
C00099,2025-07-20,True,True,2025-07-27,145,138,Retained,Active,1194.0,High-Tier
C00100,2025-05-12,True,False,2025-10-17,214,56,Dormant,At-Risk,0.0,Free
C00101,2025-02-09,False,True,2025-02-09,306,306,Retained,Active,5994.0,High-Tier
C00102,2025-09-11,False,False,2025-09-11,92,92,Churned,Churned,0.0,Free
C00103,2025-03-10,True,False,2025-03-24,277,263,Dormant,At-Risk,0.0,Free
C00104,2025-09-30,True,False,2025-10-03,73,70,Dormant,At-Risk,0.0,Free
C00105,2025-07-20,True,False,2025-08-01,145,133,Dormant,At-Risk,0.0,Free
C00106,2025-09-13,False,True,2025-09-13,90,90,Retained,Active,5994.0,High-Tier
C00107,2025-11-16,True,False,2025-11-18,26,24,Engagement,Active,0.0,Free
C00108,2025-03-21,True,False,2025-03-23,266,264,Dormant,At-Risk,0.0,Free
C00109,2025-01-20,True,False,2025-01-25,326,321,Dormant,At-Risk,0.0,Free
C00110,2025-06-12,True,False,2025-06-17,183,178,Dormant,At-Risk,0.0,Free
C00111,2025-07-21,True,False,2025-07-26,144,139,Dormant,At-Risk,0.0,Free
C00112,2025-07-01,True,True,2025-09-16,164,87,Retained,Active,2994.0,High-Tier
C00113,2025-09-23,False,False,2025-09-23,80,80,Churned,Churned,0.0,Free
C00114,2025-10-28,False,False,2026-01-13,45,-32,Churned,Churned,0.0,Free
C00115,2025-03-15,True,False,2025-03-29,272,258,Dormant,At-Risk,0.0,Free
C00116,2025-04-16,True,True,2025-10-27,240,46,Retained,Active,5994.0,High-Tier
C00117,2025-11-07,False,False,2025-12-03,35,9,Churned,Churned,0.0,Free
C00118,2025-10-21,True,False,2025-10-25,52,48,Dormant,At-Risk,0.0,Free
C00119,2025-03-30,True,False,2025-04-03,257,253,Dormant,At-Risk,0.0,Free
C00120,2025-01-17,False,True,2025-01-17,329,329,Retained,Active,5994.0,High-Tier
C00121,2024-12-12,True,True,2024-12-18,365,359,Retained,Active,1194.0,High-Tier
C00122,2025-01-01,True,False,2025-02-27,345,288,Dormant,At-Risk,0.0,Free
C00123,2025-02-14,True,True,2025-02-26,301,289,Retained,Active,1194.0,High-Tier
C00124,2024-12-17,True,False,2024-12-24,360,353,Dormant,At-Risk,0.0,Free
C00125,2025-03-12,True,False,2025-03-27,275,260,Dormant,At-Risk,0.0,Free
C00126,2024-12-24,False,True,2024-12-24,353,353,Retained,Active,1194.0,High-Tier
C00127,2025-07-25,True,False,2025-08-08,140,126,Dormant,At-Risk,0.0,Free
C00128,2025-10-13,False,True,2025-10-13,60,60,Retained,Active,1194.0,High-Tier
C00129,2025-09-08,True,False,2025-09-08,95,95,Dormant,At-Risk,0.0,Free
C00130,2025-11-28,True,False,2025-12-12,14,0,Engagement,Active,0.0,Free
C00131,2025-10-07,False,False,2025-10-07,66,66,Churned,Churned,0.0,Free
C00132,2025-12-10,False,False,2026-03-15,2,-93,Acquisition,New,0.0,Free
C00133,2025-03-28,True,False,2025-03-28,259,259,Dormant,At-Risk,0.0,Free
C00134,2025-11-26,False,False,2025-11-26,16,16,Churned,Churned,0.0,Free
C00135,2025-10-25,True,False,2025-11-03,48,39,Dormant,At-Risk,0.0,Free
C00136,2025-04-04,True,True,2025-04-08,252,248,Retained,Active,5994.0,High-Tier
C00137,2024-12-17,True,False,2024-12-31,360,346,Dormant,At-Risk,0.0,Free
C00138,2025-02-09,False,False,2025-02-09,306,306,Churned,Churned,0.0,Free
C00139,2025-09-15,True,False,2025-09-20,88,83,Dormant,At-Risk,0.0,Free
C00140,2025-03-20,False,False,2025-03-20,267,267,Churned,Churned,0.0,Free
C00141,2025-01-18,True,False,2025-01-27,328,319,Dormant,At-Risk,0.0,Free
C00142,2025-01-14,True,False,2025-07-14,332,151,Dormant,At-Risk,0.0,Free
C00143,2025-02-13,False,False,2025-02-13,302,302,Churned,Churned,0.0,Free
C00144,2025-02-08,True,False,2025-04-24,307,232,Dormant,At-Risk,0.0,Free
C00145,2025-07-23,True,True,2025-09-25,142,78,Retained,Active,5994.0,High-Tier
C00146,2025-09-19,True,False,2025-09-30,84,73,Dormant,At-Risk,0.0,Free
C00147,2025-04-15,False,False,2025-04-15,241,241,Churned,Churned,0.0,Free
C00148,2025-02-22,True,False,2025-02-24,293,291,Dormant,At-Risk,0.0,Free
C00149,2025-10-21,False,False,2025-10-21,52,52,Churned,Churned,0.0,Free
C00150,2025-08-24,False,False,2025-08-24,110,110,Churned,Churned,0.0,Free
C00151,2025-04-05,False,True,2025-04-05,251,251,Retained,Active,2994.0,High-Tier
C00152,2025-04-20,True,False,2025-04-29,236,227,Dormant,At-Risk,0.0,Free
C00153,2025-03-15,False,True,2025-03-30,272,257,Retained,Active,1194.0,High-Tier
C00154,2025-04-05,True,False,2025-04-12,251,244,Dormant,At-Risk,0.0,Free
C00155,2025-03-30,True,False,2025-03-30,257,257,Dormant,At-Risk,0.0,Free
C00156,2025-09-06,True,False,2025-09-16,97,87,Dormant,At-Risk,0.0,Free
C00157,2025-02-09,True,False,2025-07-19,306,146,Dormant,At-Risk,0.0,Free
C00158,2025-03-26,True,False,2025-03-30,261,257,Dormant,At-Risk,0.0,Free
C00159,2025-03-20,False,False,2025-03-20,267,267,Churned,Churned,0.0,Free
C00160,2024-12-23,True,True,2025-06-30,354,165,Retained,Active,1194.0,High-Tier
C00161,2025-01-26,True,False,2025-01-30,320,316,Dormant,At-Risk,0.0,Free
C00162,2025-04-20,True,False,2025-04-30,236,226,Dormant,At-Risk,0.0,Free
C00163,2025-09-09,False,False,2025-09-09,94,94,Churned,Churned,0.0,Free
C00164,2025-11-11,False,False,2025-12-12,31,0,Churned,Churned,0.0,Free
C00165,2025-08-03,False,False,2025-08-03,131,131,Churned,Churned,0.0,Free
C00166,2025-11-28,True,False,2025-12-05,14,7,Engagement,Active,0.0,Free
C00167,2025-06-03,False,False,2025-06-03,192,192,Churned,Churned,0.0,Free
C00168,2025-09-18,True,False,2025-09-26,85,77,Dormant,At-Risk,0.0,Free
C00169,2025-08-20,True,False,2025-08-28,114,106,Dormant,At-Risk,0.0,Free
C00170,2025-11-08,True,True,2026-02-12,34,-62,Retained,Active,2994.0,High-Tier
C00171,2025-01-02,False,False,2025-01-02,344,344,Churned,Churned,0.0,Free
C00172,2025-08-25,True,False,2026-02-10,109,-60,Engagement,Active,0.0,Free
C00173,2025-10-06,False,False,2025-10-06,67,67,Churned,Churned,0.0,Free
C00174,2025-01-01,True,True,2025-07-17,345,148,Retained,Active,1194.0,High-Tier
C00175,2025-10-03,True,False,2025-10-03,70,70,Dormant,At-Risk,0.0,Free
C00176,2025-05-23,False,True,2025-05-23,203,203,Retained,Active,5994.0,High-Tier
C00177,2025-02-27,False,False,2025-02-27,288,288,Churned,Churned,0.0,Free
C00178,2025-07-16,True,False,2025-07-22,149,143,Dormant,At-Risk,0.0,Free
C00179,2025-05-03,True,False,2025-05-04,223,222,Dormant,At-Risk,0.0,Free
C00180,2025-05-26,False,False,2025-05-26,200,200,Churned,Churned,0.0,Free
C00181,2025-05-26,True,False,2025-06-01,200,194,Dormant,At-Risk,0.0,Free
C00182,2025-01-17,True,False,2025-01-21,329,325,Dormant,At-Risk,0.0,Free
C00183,2025-11-04,True,False,2025-11-15,38,27,Engagement,Active,0.0,Free
C00184,2025-10-24,False,False,2026-03-23,49,-101,Churned,Churned,0.0,Free
C00185,2025-05-26,True,False,2025-10-05,200,68,Dormant,At-Risk,0.0,Free
C00186,2025-09-08,False,False,2025-09-08,95,95,Churned,Churned,0.0,Free
C00187,2025-04-06,False,False,2025-04-06,250,250,Churned,Churned,0.0,Free
C00188,2025-08-01,True,False,2026-01-17,133,-36,Engagement,Active,0.0,Free
C00189,2025-03-29,True,True,2025-04-07,258,249,Retained,Active,5994.0,High-Tier
C00190,2025-04-13,False,False,2025-04-13,243,243,Churned,Churned,0.0,Free
C00191,2025-11-22,True,False,2025-11-23,20,19,Engagement,Active,0.0,Free
C00192,2025-10-11,False,False,2025-10-11,62,62,Churned,Churned,0.0,Free
C00193,2025-06-13,True,False,2025-06-17,182,178,Dormant,At-Risk,0.0,Free
C00194,2025-06-09,True,True,2025-06-22,186,173,Retained,Active,5994.0,High-Tier
C00195,2025-11-15,True,False,2025-11-24,27,18,Engagement,Active,0.0,Free
C00196,2025-10-26,True,True,2025-10-27,47,46,Retained,Active,5994.0,High-Tier
C00197,2025-06-11,True,False,2025-10-27,184,46,Dormant,At-Risk,0.0,Free
C00198,2024-12-20,True,False,2024-12-24,357,353,Dormant,At-Risk,0.0,Free
C00199,2025-03-16,True,False,2025-03-16,271,271,Dormant,At-Risk,0.0,Free
C00200,2025-07-14,True,False,2025-07-18,151,147,Dormant,At-Risk,0.0,Free
C00201,2025-09-01,True,True,2025-09-06,102,97,Retained,Active,1194.0,High-Tier
C00202,2025-09-30,True,True,2025-10-10,73,63,Retained,Active,5994.0,High-Tier
C00203,2025-01-22,True,False,2025-01-22,324,324,Dormant,At-Risk,0.0,Free
C00204,2025-03-06,True,False,2025-03-14,281,273,Dormant,At-Risk,0.0,Free
C00205,2025-01-05,True,False,2025-01-10,341,336,Dormant,At-Risk,0.0,Free
C00206,2025-10-17,True,False,2026-04-24,56,-133,Engagement,Active,0.0,Free
C00207,2025-06-17,True,False,2025-08-31,178,103,Dormant,At-Risk,0.0,Free
C00208,2025-02-16,False,False,2025-06-22,299,173,Churned,Churned,0.0,Free
C00209,2025-09-26,False,False,2025-12-19,77,-7,Churned,Churned,0.0,Free
C00210,2025-10-22,True,False,2025-10-26,51,47,Dormant,At-Risk,0.0,Free
C00211,2025-09-19,False,False,2025-09-19,84,84,Churned,Churned,0.0,Free
C00212,2025-08-31,False,False,2025-08-31,103,103,Churned,Churned,0.0,Free
C00213,2025-10-15,True,False,2025-10-16,58,57,Dormant,At-Risk,0.0,Free
C00214,2025-07-30,False,True,2025-07-30,135,135,Retained,Active,1194.0,High-Tier
C00215,2025-12-05,False,True,2025-12-05,7,7,Retained,Active,1194.0,High-Tier
C00216,2025-11-10,True,False,2025-11-16,32,26,Engagement,Active,0.0,Free
C00217,2025-08-27,False,False,2025-08-27,107,107,Churned,Churned,0.0,Free
C00218,2025-02-28,True,False,2025-03-02,287,285,Dormant,At-Risk,0.0,Free
C00219,2025-09-07,True,False,2025-11-27,96,15,Engagement,Active,0.0,Free
C00220,2025-11-21,False,True,2025-11-21,21,21,Retained,Active,5994.0,High-Tier
C00221,2025-05-20,True,False,2025-05-23,206,203,Dormant,At-Risk,0.0,Free
C00222,2025-11-09,True,False,2026-01-28,33,-47,Engagement,Active,0.0,Free
C00223,2025-01-13,False,False,2025-01-13,333,333,Churned,Churned,0.0,Free
C00224,2025-09-03,True,False,2026-02-10,100,-60,Engagement,Active,0.0,Free
C00225,2025-10-17,True,False,2025-10-28,56,45,Dormant,At-Risk,0.0,Free
C00226,2025-05-31,False,True,2025-05-31,195,195,Retained,Active,2994.0,High-Tier
C00227,2025-09-21,True,True,2025-09-26,82,77,Retained,Active,5994.0,High-Tier
C00228,2025-11-05,True,True,2026-05-24,37,-163,Retained,Active,1194.0,High-Tier
C00229,2025-05-04,True,False,2025-05-04,222,222,Dormant,At-Risk,0.0,Free
C00230,2025-03-20,True,False,2025-03-26,267,261,Dormant,At-Risk,0.0,Free
C00231,2025-06-28,False,False,2025-11-29,167,13,Churned,Churned,0.0,Free
C00232,2025-05-06,True,False,2025-05-07,220,219,Dormant,At-Risk,0.0,Free
C00233,2025-07-01,False,False,2025-07-01,164,164,Churned,Churned,0.0,Free
C00234,2025-04-14,True,False,2025-04-21,242,235,Dormant,At-Risk,0.0,Free
C00235,2025-01-10,True,True,2025-01-20,336,326,Retained,Active,5994.0,High-Tier
C00236,2025-09-25,True,False,2025-10-04,78,69,Dormant,At-Risk,0.0,Free
C00237,2025-11-11,False,False,2025-11-11,31,31,Churned,Churned,0.0,Free
C00238,2025-10-08,False,False,2025-10-25,65,48,Churned,Churned,0.0,Free
C00239,2025-09-08,False,True,2025-09-08,95,95,Retained,Active,5994.0,High-Tier
C00240,2025-10-25,True,True,2025-10-27,48,46,Retained,Active,2994.0,High-Tier
C00241,2025-01-06,True,False,2025-01-17,340,329,Dormant,At-Risk,0.0,Free
C00242,2025-10-17,True,True,2026-03-23,56,-101,Retained,Active,5994.0,High-Tier
C00243,2025-02-28,False,False,2025-02-28,287,287,Churned,Churned,0.0,Free
C00244,2025-10-12,True,False,2025-10-23,61,50,Dormant,At-Risk,0.0,Free
C00245,2025-04-01,True,False,2025-05-11,255,215,Dormant,At-Risk,0.0,Free
C00246,2025-09-15,False,False,2025-09-15,88,88,Churned,Churned,0.0,Free
C00247,2025-01-04,True,False,2025-01-05,342,341,Dormant,At-Risk,0.0,Free
C00248,2025-07-04,False,True,2026-01-15,161,-34,Retained,Active,2994.0,High-Tier
C00249,2025-01-16,True,False,2025-01-22,330,324,Dormant,At-Risk,0.0,Free
C00250,2025-06-04,True,False,2025-07-04,191,161,Dormant,At-Risk,0.0,Free
C00251,2025-02-25,True,True,2025-02-28,290,287,Retained,Active,1194.0,High-Tier
C00252,2025-05-11,False,False,2025-05-11,215,215,Churned,Churned,0.0,Free
C00253,2025-11-07,True,True,2025-11-14,35,28,Retained,Active,5994.0,High-Tier
C00254,2025-09-27,True,False,2025-09-29,76,74,Dormant,At-Risk,0.0,Free
C00255,2025-09-11,False,True,2025-09-11,92,92,Retained,Active,1194.0,High-Tier
C00256,2025-03-15,True,True,2025-03-21,272,266,Retained,Active,2994.0,High-Tier
C00257,2025-03-07,True,True,2025-03-15,280,272,Retained,Active,5994.0,High-Tier
C00258,2025-11-09,True,False,2025-11-10,33,32,Dormant,At-Risk,0.0,Free
C00259,2025-01-31,True,False,2025-03-23,315,264,Dormant,At-Risk,0.0,Free
C00260,2025-02-12,False,False,2025-02-12,303,303,Churned,Churned,0.0,Free
C00261,2025-08-17,True,False,2025-08-20,117,114,Dormant,At-Risk,0.0,Free
C00262,2025-01-29,False,False,2025-01-29,317,317,Churned,Churned,0.0,Free
C00263,2025-01-06,True,True,2025-01-11,340,335,Retained,Active,1194.0,High-Tier
C00264,2025-04-26,False,False,2025-04-26,230,230,Churned,Churned,0.0,Free
C00265,2025-02-08,False,False,2025-02-08,307,307,Churned,Churned,0.0,Free
C00266,2025-05-18,True,False,2025-05-21,208,205,Dormant,At-Risk,0.0,Free
C00267,2025-06-14,True,False,2025-06-28,181,167,Dormant,At-Risk,0.0,Free
C00268,2025-11-23,True,False,2025-12-04,19,8,Engagement,Active,0.0,Free
C00269,2025-07-01,True,False,2025-07-15,164,150,Dormant,At-Risk,0.0,Free
C00270,2025-09-23,False,False,2025-09-23,80,80,Churned,Churned,0.0,Free
C00271,2025-02-05,True,False,2025-02-10,310,305,Dormant,At-Risk,0.0,Free
C00272,2025-02-19,False,True,2025-02-19,296,296,Retained,Active,5994.0,High-Tier
C00273,2025-02-12,True,False,2025-02-16,303,299,Dormant,At-Risk,0.0,Free
C00274,2025-09-26,True,False,2025-10-01,77,72,Dormant,At-Risk,0.0,Free
C00275,2025-11-28,False,False,2025-11-28,14,14,Acquisition,New,0.0,Free
C00276,2025-05-08,True,False,2025-05-19,218,207,Dormant,At-Risk,0.0,Free
C00277,2025-08-03,False,False,2025-12-25,131,-13,Churned,Churned,0.0,Free
C00278,2025-09-13,True,False,2025-12-30,90,-18,Engagement,Active,0.0,Free
C00279,2025-04-01,True,True,2025-04-05,255,251,Retained,Active,2994.0,High-Tier
C00280,2025-05-04,True,True,2025-05-31,222,195,Retained,Active,2994.0,High-Tier
C00281,2025-05-15,True,True,2025-05-24,211,202,Retained,Active,2994.0,High-Tier
C00282,2025-11-10,True,False,2025-11-15,32,27,Engagement,Active,0.0,Free
C00283,2025-09-04,True,False,2025-09-16,99,87,Dormant,At-Risk,0.0,Free
C00284,2025-04-19,False,True,2025-04-19,237,237,Retained,Active,2994.0,High-Tier
C00285,2025-10-23,True,True,2025-10-29,50,44,Retained,Active,2994.0,High-Tier
C00286,2025-12-08,False,False,2025-12-08,4,4,Acquisition,New,0.0,Free
C00287,2025-05-24,False,False,2025-05-24,202,202,Churned,Churned,0.0,Free
C00288,2025-07-30,True,False,2025-10-31,135,42,Dormant,At-Risk,0.0,Free
C00289,2025-09-19,False,True,2025-11-01,84,41,Retained,Active,1194.0,High-Tier
C00290,2025-01-21,False,False,2025-01-21,325,325,Churned,Churned,0.0,Free
C00291,2025-11-10,True,True,2025-11-11,32,31,Retained,Active,5994.0,High-Tier
C00292,2025-09-26,True,True,2025-10-02,77,71,Retained,Active,2994.0,High-Tier
C00293,2025-10-03,True,False,2026-03-16,70,-94,Engagement,Active,0.0,Free
C00294,2024-12-21,True,False,2024-12-28,356,349,Dormant,At-Risk,0.0,Free
C00295,2025-08-22,True,False,2025-08-31,112,103,Dormant,At-Risk,0.0,Free
C00296,2025-06-21,False,False,2025-06-21,174,174,Churned,Churned,0.0,Free
C00297,2025-10-20,True,False,2025-10-22,53,51,Dormant,At-Risk,0.0,Free
C00298,2025-04-26,True,False,2025-04-28,230,228,Dormant,At-Risk,0.0,Free
C00299,2025-08-06,False,False,2025-08-06,128,128,Churned,Churned,0.0,Free
C00300,2025-05-16,True,False,2025-05-19,210,207,Dormant,At-Risk,0.0,Free
C00301,2025-07-23,False,False,2025-08-17,142,117,Churned,Churned,0.0,Free
C00302,2025-04-16,False,True,2025-04-16,240,240,Retained,Active,2994.0,High-Tier
C00303,2025-02-12,True,True,2025-03-03,303,284,Retained,Active,1194.0,High-Tier
C00304,2025-07-16,True,False,2026-01-05,149,-24,Engagement,Active,0.0,Free
C00305,2025-04-20,True,False,2025-05-04,236,222,Dormant,At-Risk,0.0,Free
C00306,2025-09-18,False,False,2025-09-18,85,85,Churned,Churned,0.0,Free
C00307,2025-05-05,True,False,2025-05-10,221,216,Dormant,At-Risk,0.0,Free
C00308,2025-10-03,True,False,2025-10-17,70,56,Dormant,At-Risk,0.0,Free
C00309,2025-05-22,False,False,2025-05-22,204,204,Churned,Churned,0.0,Free
C00310,2025-08-26,True,True,2025-10-22,108,51,Retained,Active,1194.0,High-Tier
C00311,2025-04-16,True,True,2025-04-18,240,238,Retained,Active,5994.0,High-Tier
C00312,2025-02-25,False,False,2025-02-25,290,290,Churned,Churned,0.0,Free
C00313,2025-11-28,False,False,2025-11-28,14,14,Acquisition,New,0.0,Free
C00314,2025-07-24,False,False,2025-12-31,141,-19,Churned,Churned,0.0,Free
C00315,2025-10-14,True,False,2025-10-14,59,59,Dormant,At-Risk,0.0,Free
C00316,2025-11-17,True,False,2025-11-22,25,20,Engagement,Active,0.0,Free
C00317,2025-01-12,True,False,2025-04-26,334,230,Dormant,At-Risk,0.0,Free
C00318,2025-06-29,True,False,2025-07-12,166,153,Dormant,At-Risk,0.0,Free
C00319,2025-05-07,False,False,2025-11-14,219,28,Churned,Churned,0.0,Free
C00320,2025-10-08,True,False,2025-10-22,65,51,Dormant,At-Risk,0.0,Free
C00321,2025-08-15,True,False,2025-08-16,119,118,Dormant,At-Risk,0.0,Free
C00322,2025-05-09,False,False,2025-05-09,217,217,Churned,Churned,0.0,Free
