subscription_id,user_id,plan_id,start_date,end_date,amount,status,transaction_type
sub_c026d7,usr_812496ad,basic_monthly,2024-05-20,2024-06-19,29.0,active,new_business
sub_068737,usr_812496ad,basic_monthly,2024-06-20,,29.0,active,renewal
sub_67fe42,usr_b3fe065a,trial_pro,2024-07-18,2024-08-01,0.0,trial,new_business
sub_c6e105,usr_f36084e1,trial_basic,2024-12-23,2025-01-06,0.0,trial,new_business
sub_39db71,usr_8eadc72b,trial_basic,2024-01-23,2024-02-06,0.0,trial,new_business
sub_ed7604,usr_93fbc3f8,trial_pro,2024-03-30,2024-04-13,0.0,trial,new_business
sub_b03c93,usr_cbdc8225,trial_pro,2024-10-26,2024-11-09,0.0,trial,new_business
sub_c5932f,usr_b4c7b2ee,trial_pro,2024-02-15,2024-02-29,0.0,trial,new_business
sub_456711,usr_ca22562f,trial_basic,2024-04-19,2024-05-03,0.0,trial,new_business
sub_b6fb6b,usr_93b06663,trial_basic,2024-02-04,2024-02-18,0.0,trial,new_business
sub_c8ce6c,usr_680f5b74,trial_pro,2024-12-05,2024-12-19,0.0,trial,new_business
sub_033a52,usr_1dd7f474,trial_basic,2024-07-04,2024-07-18,0.0,trial,new_business
sub_2eca42,usr_ea3f6286,trial_basic,2024-06-05,2024-06-19,0.0,trial,new_business
sub_bb030b,usr_1ec23281,trial_pro,2024-10-20,2024-11-03,0.0,trial,new_business
sub_2869aa,usr_c4f673ba,trial_pro,2024-09-09,2024-09-23,0.0,trial,new_business
sub_a5ee2f,usr_c664c761,trial_pro,2024-09-18,2024-10-02,0.0,trial,new_business
sub_6e7885,usr_2030f8f1,trial_basic,2024-06-16,2024-06-30,0.0,trial,new_business
sub_c1d879,usr_65e69172,trial_pro,2024-02-09,2024-02-23,0.0,trial,new_business
sub_f024dd,usr_65e69172,basic_annual,2024-02-24,,290.0,active,new_business
sub_8ef4cd,usr_c56f448c,trial_pro,2024-10-05,2024-10-19,0.0,trial,new_business
sub_8e27fb,usr_c56f448c,basic_annual,2024-10-20,,290.0,active,new_business
sub_76c121,usr_4ce708ab,trial_basic,2024-02-14,2024-02-28,0.0,trial,new_business
sub_394ea2,usr_e706b8cd,trial_basic,2024-06-10,2024-06-24,0.0,trial,new_business
sub_eeda74,usr_c2fe55ae,trial_basic,2024-06-30,2024-07-14,0.0,trial,new_business
sub_fdce68,usr_5cfdec95,trial_pro,2024-04-19,2024-05-03,0.0,trial,new_business
sub_821e5f,usr_5cfdec95,basic_monthly,2024-05-04,2024-06-03,29.0,active,new_business
sub_1529b8,usr_5cfdec95,basic_monthly,2024-06-04,,29.0,active,renewal
sub_40c0ee,usr_e052cb63,trial_basic,2024-04-02,2024-04-16,0.0,trial,new_business
sub_7233fe,usr_e052cb63,basic_monthly,2024-04-17,2024-05-17,29.0,active,new_business
sub_831c45,usr_e052cb63,basic_monthly,2024-05-18,,29.0,active,renewal
sub_fecafa,usr_0f284802,trial_pro,2024-02-10,2024-02-24,0.0,trial,new_business
sub_d3a891,usr_4cc0bee7,trial_basic,2024-10-26,2024-11-09,0.0,trial,new_business
sub_573242,usr_4cc0bee7,basic_annual,2024-11-10,,290.0,active,new_business
sub_e3612b,usr_be5c5b70,trial_basic,2024-03-22,2024-04-05,0.0,trial,new_business
sub_88f2b5,usr_df656a21,trial_pro,2024-11-03,2024-11-17,0.0,trial,new_business
sub_d13330,usr_e80bae1b,trial_pro,2024-12-11,2024-12-25,0.0,trial,new_business
sub_060763,usr_9a7217e2,trial_pro,2024-04-10,2024-04-24,0.0,trial,new_business
sub_7949f9,usr_9a7217e2,basic_annual,2024-04-25,,290.0,active,new_business
sub_337d48,usr_cb563041,trial_basic,2024-12-20,2025-01-03,0.0,trial,new_business
sub_6b9a38,usr_099bf747,trial_basic,2024-02-08,2024-02-22,0.0,trial,new_business
sub_f798a7,usr_6f325de2,trial_basic,2024-12-19,2025-01-02,0.0,trial,new_business
sub_43b12d,usr_73dfc800,trial_pro,2024-07-27,2024-08-10,0.0,trial,new_business
sub_b8fdae,usr_73dfc800,basic_monthly,2024-08-11,2024-09-10,29.0,active,new_business
sub_6b326e,usr_73dfc800,basic_monthly,2024-09-11,,29.0,active,renewal
sub_14dc42,usr_e12daaee,trial_basic,2024-01-07,2024-01-21,0.0,trial,new_business
sub_1132b3,usr_11e22f96,trial_pro,2024-12-12,2024-12-26,0.0,trial,new_business
sub_252d3f,usr_cd8a8935,trial_basic,2024-01-09,2024-01-23,0.0,trial,new_business
sub_f00e1f,usr_cd8a8935,basic_annual,2024-01-24,,290.0,active,new_business
sub_766a1f,usr_ae7d9308,trial_basic,2024-10-12,2024-10-26,0.0,trial,new_business
sub_d4076f,usr_5e04f0cc,trial_basic,2024-09-28,2024-10-12,0.0,trial,new_business
sub_fd77c7,usr_3e2ee267,trial_basic,2024-04-17,2024-05-01,0.0,trial,new_business
sub_51c071,usr_48ba3ea0,trial_pro,2024-04-13,2024-04-27,0.0,trial,new_business
sub_1afb02,usr_48ba3ea0,basic_monthly,2024-04-28,2024-05-28,29.0,active,new_business
sub_0967ba,usr_48ba3ea0,basic_monthly,2024-05-29,,29.0,active,renewal
sub_c2a560,usr_6c4de9b4,trial_pro,2024-01-06,2024-01-20,0.0,trial,new_business
sub_de4674,usr_9a5fc19b,trial_basic,2024-08-27,2024-09-10,0.0,trial,new_business
sub_d0e537,usr_9a5fc19b,basic_monthly,2024-09-11,2024-10-11,29.0,active,new_business
sub_152318,usr_9a5fc19b,basic_monthly,2024-10-12,,29.0,active,renewal
sub_967604,usr_c136fbe6,trial_basic,2024-01-17,2024-01-31,0.0,trial,new_business
sub_1faa49,usr_77dfb68a,trial_basic,2024-05-16,2024-05-30,0.0,trial,new_business
sub_5d0922,usr_d00241dc,trial_pro,2024-11-07,2024-11-21,0.0,trial,new_business
sub_9a5d70,usr_1a71e133,trial_pro,2024-05-01,2024-05-15,0.0,trial,new_business
sub_3b7341,usr_1a71e133,basic_annual,2024-05-16,,290.0,active,new_business
sub_232099,usr_e92f4811,trial_pro,2024-07-19,2024-08-02,0.0,trial,new_business
sub_d983f7,usr_24cc5124,trial_basic,2024-10-06,2024-10-20,0.0,trial,new_business
sub_7422c9,usr_0f2fcafd,trial_basic,2024-11-06,2024-11-20,0.0,trial,new_business
sub_d61c44,usr_f0cf9d64,trial_basic,2024-03-09,2024-03-23,0.0,trial,new_business
sub_154b7b,usr_f0cf9d64,pro_monthly,2024-03-24,2024-04-23,99.0,active,new_business
sub_97ce80,usr_f0cf9d64,pro_monthly,2024-04-24,,99.0,active,renewal
sub_1a1a6d,usr_0b681fc5,trial_pro,2024-12-27,2025-01-10,0.0,trial,new_business
sub_e7a426,usr_798de350,trial_pro,2024-05-20,2024-06-03,0.0,trial,new_business
sub_35de40,usr_d9036cb1,trial_pro,2024-05-14,2024-05-28,0.0,trial,new_business
sub_bc7b35,usr_d9036cb1,basic_monthly,2024-05-29,2024-06-28,29.0,active,new_business
sub_95813c,usr_d9036cb1,basic_monthly,2024-06-29,2024-06-29,0.0,cancelled,churn
sub_21272d,usr_3e993721,trial_basic,2024-12-29,2025-01-12,0.0,trial,new_business
sub_dd6ff0,usr_c0aebe25,trial_basic,2024-09-14,2024-09-28,0.0,trial,new_business
sub_0ae93c,usr_c8842f1f,trial_pro,2024-03-15,2024-03-29,0.0,trial,new_business
sub_bb83a0,usr_45c4d247,trial_basic,2024-07-09,2024-07-23,0.0,trial,new_business
sub_f4ff4e,usr_5ef09002,trial_basic,2024-02-22,2024-03-07,0.0,trial,new_business
sub_7ca504,usr_eb46bbee,trial_basic,2024-03-08,2024-03-22,0.0,trial,new_business
sub_b69298,usr_5fc633c1,trial_pro,2024-02-07,2024-02-21,0.0,trial,new_business
sub_ebba7e,usr_64308327,trial_pro,2024-02-04,2024-02-18,0.0,trial,new_business
sub_346990,usr_890f8127,trial_basic,2024-05-27,2024-06-10,0.0,trial,new_business
sub_cc6c0a,usr_639f39ed,trial_pro,2024-10-22,2024-11-05,0.0,trial,new_business
sub_0e5554,usr_9c01d40c,trial_basic,2024-11-16,2024-11-30,0.0,trial,new_business
sub_d13455,usr_9c01d40c,pro_annual,2024-12-01,,990.0,active,new_business
sub_3c3bde,usr_441bb917,trial_pro,2024-02-27,2024-03-12,0.0,trial,new_business
sub_37d094,usr_8dcd9b86,trial_basic,2024-01-27,2024-02-10,0.0,trial,new_business
sub_6c7994,usr_ac21e016,trial_pro,2024-03-27,2024-04-10,0.0,trial,new_business
sub_c7d872,usr_49e50b3f,trial_pro,2024-12-13,2024-12-27,0.0,trial,new_business
sub_95afc3,usr_49e50b3f,basic_monthly,2024-12-28,,29.0,active,new_business
sub_622d8b,usr_1e9e8928,trial_basic,2024-08-29,2024-09-12,0.0,trial,new_business
sub_2a4d86,usr_c285f1bd,trial_pro,2024-10-08,2024-10-22,0.0,trial,new_business
sub_aadfeb,usr_55b6aa44,trial_pro,2024-01-08,2024-01-22,0.0,trial,new_business
sub_80e4bb,usr_cf98f2ba,trial_basic,2024-07-27,2024-08-10,0.0,trial,new_business
sub_6440ca,usr_2c04bd45,trial_pro,2024-08-20,2024-09-03,0.0,trial,new_business
sub_7b83e4,usr_cde9fa08,trial_pro,2024-09-20,2024-10-04,0.0,trial,new_business
sub_343c0e,usr_0b72a61e,trial_basic,2024-11-24,2024-12-08,0.0,trial,new_business
sub_e56e23,usr_0b72a61e,pro_monthly,2024-12-09,,99.0,active,new_business
sub_a0bf33,usr_944068d2,trial_pro,2024-11-22,2024-12-06,0.0,trial,new_business
sub_e29fec,usr_d3e56cd1,trial_pro,2024-11-10,2024-11-24,0.0,trial,new_business
sub_ed075e,usr_ab8c013f,trial_basic,2024-11-18,2024-12-02,0.0,trial,new_business
sub_1efe00,usr_ab8c013f,basic_annual,2024-12-03,,290.0,active,new_business
sub_79cbb2,usr_77f927fe,trial_basic,2024-10-08,2024-10-22,0.0,trial,new_business
sub_c63fdd,usr_c2b2b4b3,trial_pro,2024-02-13,2024-02-27,0.0,trial,new_business
sub_dcc30c,usr_07c762c5,trial_basic,2024-11-06,2024-11-20,0.0,trial,new_business
sub_277b02,usr_07c762c5,basic_monthly,2024-11-21,2024-12-21,29.0,active,new_business
sub_facf6b,usr_07c762c5,basic_monthly,2024-12-22,,29.0,active,renewal
sub_680953,usr_93db8b30,trial_pro,2024-04-12,2024-04-26,0.0,trial,new_business
sub_e22380,usr_c99d0619,trial_basic,2024-02-18,2024-03-03,0.0,trial,new_business
sub_886f27,usr_2ef2a5eb,trial_basic,2024-11-06,2024-11-20,0.0,trial,new_business
sub_4319b7,usr_72880cd1,trial_basic,2024-05-29,2024-06-12,0.0,trial,new_business
sub_621d13,usr_72880cd1,basic_monthly,2024-06-13,2024-07-13,29.0,active,new_business
sub_131c36,usr_72880cd1,basic_monthly,2024-07-14,,29.0,active,renewal
sub_01c1d0,usr_3764a2b6,trial_basic,2024-03-09,2024-03-23,0.0,trial,new_business
sub_ee673d,usr_d521791c,trial_pro,2024-08-21,2024-09-04,0.0,trial,new_business
sub_a9d3e1,usr_d521791c,basic_monthly,2024-09-05,2024-10-05,29.0,active,new_business
sub_fda0ec,usr_d521791c,basic_monthly,2024-10-06,,29.0,active,renewal
sub_676344,usr_89c70caa,trial_basic,2024-05-08,2024-05-22,0.0,trial,new_business
sub_96b6b3,usr_89c70caa,basic_monthly,2024-05-23,2024-06-22,29.0,active,new_business
sub_823592,usr_89c70caa,basic_monthly,2024-06-23,2024-06-23,0.0,cancelled,churn
sub_e537a7,usr_3d8283c5,trial_basic,2024-09-09,2024-09-23,0.0,trial,new_business
sub_7d3de7,usr_a6713348,trial_pro,2024-03-30,2024-04-13,0.0,trial,new_business
sub_4c918a,usr_e94ed0ea,trial_pro,2024-06-18,2024-07-02,0.0,trial,new_business
sub_2686a5,usr_eae0911a,trial_pro,2024-01-16,2024-01-30,0.0,trial,new_business
sub_ff8c21,usr_e42a79a1,trial_basic,2024-04-12,2024-04-26,0.0,trial,new_business
sub_d8274e,usr_da21827a,trial_basic,2024-05-04,2024-05-18,0.0,trial,new_business
sub_820e83,usr_d29faca3,trial_pro,2024-12-19,2025-01-02,0.0,trial,new_business
sub_9aeaa0,usr_24c1a138,trial_basic,2024-12-15,2024-12-29,0.0,trial,new_business
sub_4b1fa9,usr_5ec0e0a1,trial_basic,2024-04-07,2024-04-21,0.0,trial,new_business
sub_c411c3,usr_375cf386,trial_basic,2024-08-15,2024-08-29,0.0,trial,new_business
sub_132093,usr_35100fd2,trial_basic,2024-03-07,2024-03-21,0.0,trial,new_business
sub_46c809,usr_7bb58a2c,trial_basic,2024-09-27,2024-10-11,0.0,trial,new_business
sub_56180a,usr_3969f8c9,trial_basic,2024-02-19,2024-03-04,0.0,trial,new_business
sub_f08920,usr_e01d3f75,trial_basic,2024-07-01,2024-07-15,0.0,trial,new_business
sub_9f3651,usr_e6b5321e,trial_basic,2024-01-26,2024-02-09,0.0,trial,new_business
sub_8ab569,usr_fccad13f,trial_pro,2024-10-28,2024-11-11,0.0,trial,new_business
sub_e9a20b,usr_f1ae1a19,trial_pro,2024-03-15,2024-03-29,0.0,trial,new_business
sub_d2a1fd,usr_c9b693c4,trial_pro,2024-09-14,2024-09-28,0.0,trial,new_business
sub_11b979,usr_c9b693c4,pro_monthly,2024-09-29,2024-10-29,99.0,active,new_business
sub_c546c2,usr_c9b693c4,pro_monthly,2024-10-30,,99.0,active,renewal
sub_89a9e0,usr_31be02d1,trial_basic,2024-03-21,2024-04-04,0.0,trial,new_business
sub_c7a3c6,usr_0f58cf5d,trial_pro,2024-09-14,2024-09-28,0.0,trial,new_business
sub_03d4b9,usr_7e540b1e,trial_pro,2024-09-16,2024-09-30,0.0,trial,new_business
sub_3442c5,usr_d8cf5cf4,trial_pro,2024-04-20,2024-05-04,0.0,trial,new_business
sub_8de19e,usr_b1c63c54,trial_pro,2024-03-14,2024-03-28,0.0,trial,new_business
sub_26f8af,usr_685f1ac9,trial_pro,2024-03-23,2024-04-06,0.0,trial,new_business
sub_9e9221,usr_de2fe34b,trial_pro,2024-07-21,2024-08-04,0.0,trial,new_business
sub_f814b9,usr_42e3f728,trial_basic,2024-11-02,2024-11-16,0.0,trial,new_business
sub_347a43,usr_5f280104,trial_pro,2024-11-10,2024-11-24,0.0,trial,new_business
sub_9ce944,usr_2881eb1e,trial_pro,2024-10-09,2024-10-23,0.0,trial,new_business
sub_4b7c49,usr_3fd76e7d,trial_pro,2024-09-26,2024-10-10,0.0,trial,new_business
sub_b75f7c,usr_6ec9d7e3,trial_basic,2024-03-11,2024-03-25,0.0,trial,new_business
sub_78f6e7,usr_410848ec,trial_basic,2024-01-30,2024-02-13,0.0,trial,new_business
sub_2f85f3,usr_410848ec,pro_monthly,2024-02-14,2024-03-15,99.0,active,new_business
sub_467b8e,usr_410848ec,pro_monthly,2024-03-16,,99.0,active,renewal
sub_6cf069,usr_3f1dd99e,trial_pro,2024-10-30,2024-11-13,0.0,trial,new_business
sub_154213,usr_12927f3e,trial_pro,2024-07-19,2024-08-02,0.0,trial,new_business
sub_49452d,usr_95504cdc,trial_pro,2024-01-17,2024-01-31,0.0,trial,new_business
sub_a88e9d,usr_9a1b3ac6,trial_pro,2024-06-06,2024-06-20,0.0,trial,new_business
sub_65ce1e,usr_9a1b3ac6,basic_monthly,2024-06-21,2024-07-21,29.0,active,new_business
sub_637094,usr_9a1b3ac6,basic_monthly,2024-07-22,,29.0,active,renewal
sub_122bc5,usr_2ee3be7f,trial_basic,2024-06-09,2024-06-23,0.0,trial,new_business
sub_9a670b,usr_83c40a5d,trial_pro,2024-02-08,2024-02-22,0.0,trial,new_business
sub_c21998,usr_db36ceec,trial_pro,2024-08-26,2024-09-09,0.0,trial,new_business
sub_1e5950,usr_835dac29,trial_basic,2024-11-23,2024-12-07,0.0,trial,new_business
sub_1463d2,usr_54cf9f1a,trial_pro,2024-09-12,2024-09-26,0.0,trial,new_business
sub_f4e5af,usr_3f689ccc,trial_basic,2024-09-26,2024-10-10,0.0,trial,new_business
sub_13ce71,usr_59d7c5c6,trial_basic,2024-06-21,2024-07-05,0.0,trial,new_business
sub_2481f6,usr_22d10d39,trial_basic,2024-10-02,2024-10-16,0.0,trial,new_business
sub_eb6db8,usr_22d10d39,pro_monthly,2024-10-17,2024-11-16,99.0,active,new_business
sub_6f2026,usr_22d10d39,pro_monthly,2024-11-17,,99.0,active,renewal
sub_c73769,usr_db7b7d4e,trial_basic,2024-05-01,2024-05-15,0.0,trial,new_business
sub_99e527,usr_db7b7d4e,basic_monthly,2024-05-16,2024-06-15,29.0,active,new_business
sub_c3c4f4,usr_db7b7d4e,basic_monthly,2024-06-16,,29.0,active,renewal
sub_32243d,usr_024911aa,trial_pro,2024-12-14,2024-12-28,0.0,trial,new_business
sub_b34135,usr_17aa235e,trial_pro,2024-10-27,2024-11-10,0.0,trial,new_business
sub_cd4fb9,usr_89d43931,trial_basic,2024-08-04,2024-08-18,0.0,trial,new_business
sub_61a338,usr_89d43931,basic_monthly,2024-08-19,2024-09-18,29.0,active,new_business
sub_bdff8b,usr_89d43931,basic_monthly,2024-09-19,,29.0,active,renewal
sub_855726,usr_cf72cef3,trial_basic,2024-03-06,2024-03-20,0.0,trial,new_business
sub_293bca,usr_a0d3e5aa,trial_basic,2024-06-30,2024-07-14,0.0,trial,new_business
sub_af1ef0,usr_db1f5a0d,trial_basic,2024-12-14,2024-12-28,0.0,trial,new_business
sub_0ad60f,usr_35b99d42,trial_pro,2024-07-29,2024-08-12,0.0,trial,new_business
sub_9f655b,usr_0819b87d,trial_pro,2024-08-24,2024-09-07,0.0,trial,new_business
sub_0e4d38,usr_0819b87d,basic_monthly,2024-09-08,2024-10-08,29.0,active,new_business
sub_9654fe,usr_0819b87d,basic_monthly,2024-10-09,,29.0,active,renewal
sub_3c7826,usr_67e1aa89,trial_basic,2024-06-01,2024-06-15,0.0,trial,new_business
sub_dadd43,usr_280471ba,trial_pro,2024-10-11,2024-10-25,0.0,trial,new_business
sub_43b9ee,usr_85c60b6f,trial_pro,2024-11-04,2024-11-18,0.0,trial,new_business
sub_4ecf02,usr_09aa1783,trial_pro,2024-09-24,2024-10-08,0.0,trial,new_business
sub_a7f77a,usr_19409985,trial_basic,2024-11-30,2024-12-14,0.0,trial,new_business
sub_c272f4,usr_965564c8,trial_basic,2024-06-16,2024-06-30,0.0,trial,new_business
sub_83d30f,usr_ba6bba11,trial_pro,2024-06-16,2024-06-30,0.0,trial,new_business
sub_adcb68,usr_ba6bba11,basic_annual,2024-07-01,,290.0,active,new_business
sub_3f439c,usr_4cc5eebd,trial_pro,2024-05-25,2024-06-08,0.0,trial,new_business
sub_95fd5a,usr_2f30e82f,trial_pro,2024-11-04,2024-11-18,0.0,trial,new_business
sub_f29d8a,usr_6403c7e7,trial_pro,2024-04-21,2024-05-05,0.0,trial,new_business
sub_acaaaa,usr_baef4c03,trial_pro,2024-07-14,2024-07-28,0.0,trial,new_business
sub_282de6,usr_c508cb66,trial_basic,2024-11-04,2024-11-18,0.0,trial,new_business
sub_ce7bc2,usr_3910e8c9,trial_pro,2024-08-18,2024-09-01,0.0,trial,new_business
sub_f33e9f,usr_894fe2f3,trial_pro,2024-11-15,2024-11-29,0.0,trial,new_business
sub_7cac76,usr_1996f1d2,trial_basic,2024-11-15,2024-11-29,0.0,trial,new_business
sub_e7e521,usr_e4bb11b5,trial_basic,2024-01-16,2024-01-30,0.0,trial,new_business
sub_ec7739,usr_09b671fe,trial_basic,2024-08-31,2024-09-14,0.0,trial,new_business
sub_2eb589,usr_09b671fe,pro_monthly,2024-09-15,2024-10-15,99.0,active,new_business
sub_dcb62b,usr_09b671fe,pro_monthly,2024-10-16,,99.0,active,renewal
sub_d75b0e,usr_cb59ba74,trial_basic,2024-06-11,2024-06-25,0.0,trial,new_business
sub_785d93,usr_7c1f1bc1,trial_basic,2024-08-03,2024-08-17,0.0,trial,new_business
sub_3e22d4,usr_5e41cd66,trial_basic,2024-06-25,2024-07-09,0.0,trial,new_business
sub_13af25,usr_bba0a4ba,trial_pro,2024-06-21,2024-07-05,0.0,trial,new_business
sub_cff5b0,usr_5997ccb3,trial_basic,2024-08-16,2024-08-30,0.0,trial,new_business
sub_2b40b4,usr_5997ccb3,basic_monthly,2024-08-31,2024-09-30,29.0,active,new_business
sub_cd2cef,usr_5997ccb3,basic_monthly,2024-10-01,,29.0,active,renewal
sub_7d56c6,usr_3251dcbe,trial_basic,2024-02-02,2024-02-16,0.0,trial,new_business
sub_aab647,usr_3bb0cce1,trial_pro,2024-12-15,2024-12-29,0.0,trial,new_business
sub_246515,usr_9acf5404,trial_pro,2024-03-25,2024-04-08,0.0,trial,new_business
sub_6e51d8,usr_f85757b2,trial_basic,2024-12-06,2024-12-20,0.0,trial,new_business
sub_a226ce,usr_000587e0,trial_pro,2024-08-25,2024-09-08,0.0,trial,new_business
sub_0be1cb,usr_b928471c,trial_basic,2024-01-05,2024-01-19,0.0,trial,new_business
sub_ca1a13,usr_9173098c,trial_basic,2024-11-11,2024-11-25,0.0,trial,new_business
sub_2f161d,usr_dd67489c,trial_pro,2024-02-12,2024-02-26,0.0,trial,new_business
sub_dd8c25,usr_18117924,trial_basic,2024-09-22,2024-10-06,0.0,trial,new_business
sub_4a811b,usr_1362bf02,trial_pro,2024-08-27,2024-09-10,0.0,trial,new_business
sub_89c253,usr_4458b348,trial_basic,2024-10-04,2024-10-18,0.0,trial,new_business
sub_20c511,usr_4458b348,basic_monthly,2024-10-19,2024-11-18,29.0,active,new_business
sub_2cb1aa,usr_4458b348,basic_monthly,2024-11-19,,29.0,active,renewal
sub_29a4ff,usr_a65b6805,trial_basic,2024-10-31,2024-11-14,0.0,trial,new_business
sub_c8c8c1,usr_566b9244,trial_basic,2024-12-25,2025-01-08,0.0,trial,new_business
sub_e5020d,usr_af0d4855,trial_pro,2024-01-18,2024-02-01,0.0,trial,new_business
