user_id,company_id,signup_date,country,acquisition_channel,initial_plan,job_role,email
usr_96755da5,cmp_d2e0c7,2024-05-27,es,organic,free,viewer,usr_96755da5
usr_6cefbcbb,cmp_d4457f,2024-02-12,de,paid_search,trial_basic,admin,usr_6cefbcbb
usr_c013d6af,cmp_3858d8,2024-05-26,es,referral,trial_basic,viewer,usr_c013d6af
usr_f5388cd2,cmp_255c6d,2024-09-26,in,email,trial_pro,viewer,usr_f5388cd2
usr_6f64768c,cmp_275b7c,2024-01-02,in,referral,trial_basic,member,usr_6f64768c
usr_91c7587e,cmp_c06d2e,2024-04-02,uk,email,trial_basic,admin,usr_91c7587e
usr_8dc2d7b4,cmp_8977c4,2024-01-01,es,direct,trial_basic,admin,usr_8dc2d7b4
usr_0ddfd11c,cmp_cd5562,2024-11-25,uk,email,trial_pro,viewer,usr_0ddfd11c
usr_7c9a7e13,cmp_289026,2024-09-11,es,social,trial_basic,viewer,usr_7c9a7e13
usr_298050bd,cmp_9f3aad,2024-07-04,fr,email,free,admin,usr_298050bd
usr_e78be6ee,cmp_d8f2fe,2024-05-23,es,direct,trial_pro,member,usr_e78be6ee
usr_855a82f0,cmp_9b3b84,2024-09-16,in,referral,trial_basic,viewer,usr_855a82f0
usr_ed58ad26,cmp_79a93f,2024-11-16,de,email,trial_basic,admin,usr_ed58ad26
usr_5b676f82,cmp_da1d7b,2024-02-20,uk,paid_search,trial_pro,member,usr_5b676f82
usr_c862d93f,cmp_40e4ac,2024-11-16,de,email,trial_pro,viewer,usr_c862d93f
usr_0723adb6,cmp_a76fe6,2024-03-23,us,direct,trial_basic,member,usr_0723adb6
usr_df775eeb,cmp_2c23d0,2024-03-05,fr,paid_search,trial_pro,admin,usr_df775eeb
usr_8779b1b4,cmp_0716b8,2024-06-05,in,social,free,member,usr_8779b1b4
usr_06964ab8,cmp_a960ee,2024-03-29,de,referral,trial_pro,member,usr_06964ab8
usr_812496ad,cmp_8d9a07,2024-05-05,es,direct,trial_pro,member,usr_812496ad
usr_b3fe065a,cmp_6df0b8,2024-07-18,us,referral,trial_pro,member,usr_b3fe065a
usr_f36084e1,cmp_c6bb82,2024-12-23,de,paid_search,trial_basic,member,usr_f36084e1
usr_8eadc72b,cmp_c3d304,2024-01-23,es,social,trial_basic,member,usr_8eadc72b
usr_93fbc3f8,cmp_f38f92,2024-03-30,es,email,trial_pro,viewer,usr_93fbc3f8
usr_cbdc8225,cmp_ac6c2d,2024-10-26,us,social,trial_pro,viewer,usr_cbdc8225
usr_131181d3,cmp_b31303,2024-11-16,fr,direct,free,viewer,usr_131181d3
usr_471fdcb2,cmp_f822ca,2024-05-28,es,referral,free,admin,usr_471fdcb2
usr_5b453162,cmp_7ef806,2024-07-20,es,direct,free,member,usr_5b453162
usr_b4c7b2ee,cmp_9975e7,2024-02-15,de,referral,trial_pro,admin,usr_b4c7b2ee
usr_ca22562f,cmp_06b4fe,2024-04-19,us,email,trial_basic,member,usr_ca22562f
usr_93b06663,cmp_19c1ce,2024-02-04,fr,referral,trial_basic,member,usr_93b06663
usr_680f5b74,cmp_c144af,2024-12-05,es,organic,trial_pro,admin,usr_680f5b74
usr_1dd7f474,cmp_260073,2024-07-04,uk,referral,trial_basic,member,usr_1dd7f474
usr_ea3f6286,cmp_5cf5a9,2024-06-05,us,organic,trial_basic,member,usr_ea3f6286
usr_1ec23281,cmp_acec39,2024-10-20,us,paid_search,trial_pro,viewer,usr_1ec23281
usr_c4f673ba,cmp_b6823f,2024-09-09,de,organic,trial_pro,member,usr_c4f673ba
usr_5a277182,cmp_acbc7b,2024-07-03,es,direct,free,viewer,usr_5a277182
usr_c664c761,cmp_bd5bde,2024-09-18,in,social,trial_pro,member,usr_c664c761
usr_2030f8f1,cmp_f22408,2024-06-16,de,email,trial_basic,admin,usr_2030f8f1
usr_65e69172,cmp_ccc048,2024-02-09,de,organic,trial_pro,member,usr_65e69172
usr_c56f448c,cmp_f50f95,2024-10-05,fr,social,trial_pro,member,usr_c56f448c
usr_4ce708ab,cmp_20d3de,2024-02-14,us,paid_search,trial_basic,member,usr_4ce708ab
usr_3f76ebb1,cmp_a7a0d2,2024-06-01,in,email,free,viewer,usr_3f76ebb1
usr_e706b8cd,cmp_cced11,2024-06-10,de,organic,trial_basic,admin,usr_e706b8cd
usr_c2fe55ae,cmp_99ee57,2024-06-30,in,social,trial_basic,viewer,usr_c2fe55ae
usr_5cfdec95,cmp_6f7cc9,2024-04-19,es,organic,trial_pro,member,usr_5cfdec95
usr_e052cb63,cmp_5801bd,2024-04-02,fr,direct,trial_basic,viewer,usr_e052cb63
usr_0f284802,cmp_ee5740,2024-02-10,fr,direct,trial_pro,admin,usr_0f284802
usr_4cc0bee7,cmp_93f7f7,2024-10-26,uk,referral,trial_basic,admin,usr_4cc0bee7
usr_be5c5b70,cmp_60db1d,2024-03-22,de,email,trial_basic,member,usr_be5c5b70
usr_df656a21,cmp_49e2df,2024-11-03,de,paid_search,trial_pro,member,usr_df656a21
usr_ca2d8084,cmp_5e9a42,2024-11-18,us,direct,free,member,usr_ca2d8084
usr_841b62cd,cmp_368267,2024-05-11,es,paid_search,free,admin,usr_841b62cd
usr_a8616a9e,cmp_d88cd9,2024-12-24,in,paid_search,free,member,usr_a8616a9e
usr_e80bae1b,cmp_5b04fe,2024-12-11,fr,paid_search,trial_pro,viewer,usr_e80bae1b
usr_9a7217e2,cmp_016131,2024-04-10,in,referral,trial_pro,member,usr_9a7217e2
usr_cb563041,cmp_c9aca3,2024-12-20,de,direct,trial_basic,member,usr_cb563041
usr_099bf747,cmp_adc79c,2024-02-08,es,organic,trial_basic,member,usr_099bf747
usr_93cf4abe,cmp_725009,2024-10-09,us,direct,free,viewer,usr_93cf4abe
usr_6f325de2,cmp_73797c,2024-12-19,us,paid_search,trial_basic,member,usr_6f325de2
usr_2de1f28c,cmp_1532b6,2024-04-16,us,paid_search,free,viewer,usr_2de1f28c
usr_00e22e91,cmp_f4f3eb,2024-12-07,es,referral,free,admin,usr_00e22e91
usr_73dfc800,cmp_3d1664,2024-07-27,us,organic,trial_pro,admin,usr_73dfc800
usr_e12daaee,cmp_5ff8ec,2024-01-07,uk,referral,trial_basic,viewer,usr_e12daaee
usr_11e22f96,cmp_d20a05,2024-12-12,es,paid_search,trial_pro,member,usr_11e22f96
usr_d060f44b,cmp_6c8942,2024-08-29,uk,email,free,viewer,usr_d060f44b
usr_02d06dc3,cmp_f78646,2024-03-15,in,organic,free,admin,usr_02d06dc3
usr_cd8a8935,cmp_84b71c,2024-01-09,es,organic,trial_basic,member,usr_cd8a8935
usr_ae7d9308,cmp_3bb4dc,2024-10-12,fr,paid_search,trial_basic,viewer,usr_ae7d9308
usr_5e04f0cc,cmp_ef5769,2024-09-28,es,email,trial_basic,member,usr_5e04f0cc
usr_3e2ee267,cmp_07e810,2024-04-17,es,email,trial_basic,viewer,usr_3e2ee267
usr_7eea4295,cmp_0e8f5e,2024-03-21,uk,direct,free,member,usr_7eea4295
usr_48ba3ea0,cmp_953bb7,2024-04-13,in,referral,trial_pro,member,usr_48ba3ea0
usr_6c4de9b4,cmp_e61ffb,2024-01-06,es,paid_search,trial_pro,admin,usr_6c4de9b4
usr_9a5fc19b,cmp_fab7b1,2024-08-27,fr,referral,trial_basic,member,usr_9a5fc19b
usr_b4489972,cmp_a09d32,2024-04-29,fr,direct,free,member,usr_b4489972
usr_c136fbe6,cmp_acccf3,2024-01-17,fr,direct,trial_basic,member,usr_c136fbe6
usr_77dfb68a,cmp_5bc420,2024-05-16,es,direct,trial_basic,viewer,usr_77dfb68a
usr_d043f388,cmp_c60366,2024-11-14,es,email,free,viewer,usr_d043f388
usr_d00241dc,cmp_017108,2024-11-07,us,organic,trial_pro,member,usr_d00241dc
usr_1a71e133,cmp_ae08d7,2024-05-01,de,organic,trial_pro,viewer,usr_1a71e133
usr_e92f4811,cmp_9b1af2,2024-07-19,in,email,trial_pro,member,usr_e92f4811
usr_24cc5124,cmp_f0f107,2024-10-06,us,paid_search,trial_basic,viewer,usr_24cc5124
usr_0f2fcafd,cmp_667e0c,2024-11-06,fr,referral,trial_basic,member,usr_0f2fcafd
usr_f0cf9d64,cmp_e0364e,2024-03-09,us,paid_search,trial_basic,member,usr_f0cf9d64
usr_0b681fc5,cmp_1a9a40,2024-12-27,us,referral,trial_pro,viewer,usr_0b681fc5
usr_135d3dd1,cmp_705f4a,2024-04-23,in,referral,free,viewer,usr_135d3dd1
usr_798de350,cmp_7b16c5,2024-05-20,in,direct,trial_pro,admin,usr_798de350
usr_d9036cb1,cmp_0832a5,2024-05-14,in,organic,trial_pro,viewer,usr_d9036cb1
usr_3e993721,cmp_cc0743,2024-12-29,in,organic,trial_basic,member,usr_3e993721
usr_c0aebe25,cmp_52046e,2024-09-14,de,referral,trial_basic,viewer,usr_c0aebe25
usr_c8842f1f,cmp_fdd1a8,2024-03-15,fr,paid_search,trial_pro,member,usr_c8842f1f
usr_12787e4f,cmp_5c88e9,2024-04-20,us,email,free,viewer,usr_12787e4f
usr_45c4d247,cmp_9b5834,2024-07-09,us,paid_search,trial_basic,member,usr_45c4d247
usr_5ef09002,cmp_97a751,2024-02-22,de,organic,trial_basic,viewer,usr_5ef09002
usr_eb46bbee,cmp_ef37b3,2024-03-08,us,organic,trial_basic,admin,usr_eb46bbee
usr_5fc633c1,cmp_4c14bf,2024-02-07,us,organic,trial_pro,member,usr_5fc633c1
usr_64308327,cmp_3919e1,2024-02-04,in,direct,trial_pro,viewer,usr_64308327
usr_a2f9c062,cmp_8dc984,2024-11-21,fr,referral,free,member,usr_a2f9c062
usr_540dad1b,cmp_039fee,2024-10-31,uk,email,free,viewer,usr_540dad1b
usr_890f8127,cmp_86b7ea,2024-05-27,uk,email,trial_basic,member,usr_890f8127
usr_639f39ed,cmp_031320,2024-10-22,de,paid_search,trial_pro,member,usr_639f39ed
usr_9c01d40c,cmp_6d68fe,2024-11-16,es,paid_search,trial_basic,member,usr_9c01d40c
usr_0cbe4657,cmp_2443c6,2024-09-13,es,paid_search,free,member,usr_0cbe4657
usr_441bb917,cmp_394474,2024-02-27,us,email,trial_pro,member,usr_441bb917
usr_8dcd9b86,cmp_dcc4db,2024-01-27,uk,social,trial_basic,admin,usr_8dcd9b86
usr_ac21e016,cmp_5b7914,2024-03-27,uk,direct,trial_pro,member,usr_ac21e016
usr_49e50b3f,cmp_407d94,2024-12-13,es,referral,trial_pro,viewer,usr_49e50b3f
usr_1e9e8928,cmp_d1ee80,2024-08-29,es,email,trial_basic,viewer,usr_1e9e8928
usr_c285f1bd,cmp_23e3b4,2024-10-08,uk,referral,trial_pro,viewer,usr_c285f1bd
usr_55b6aa44,cmp_a5db67,2024-01-08,uk,social,trial_pro,viewer,usr_55b6aa44
usr_cf98f2ba,cmp_2ab4f5,2024-07-27,fr,organic,trial_basic,viewer,usr_cf98f2ba
usr_51e04bc2,cmp_0cc653,2024-01-04,us,social,free,member,usr_51e04bc2
usr_2c04bd45,cmp_bd6778,2024-08-20,fr,email,trial_pro,member,usr_2c04bd45
usr_cde9fa08,cmp_a44e6e,2024-09-20,fr,paid_search,trial_pro,viewer,usr_cde9fa08
usr_0b72a61e,cmp_40495d,2024-11-24,us,paid_search,trial_basic,member,usr_0b72a61e
usr_944068d2,cmp_bfd18c,2024-11-22,de,email,trial_pro,member,usr_944068d2
usr_d3e56cd1,cmp_4c33d9,2024-11-10,fr,social,trial_pro,member,usr_d3e56cd1
usr_366b5fb4,cmp_67edb4,2024-09-14,in,email,free,admin,usr_366b5fb4
usr_ab8c013f,cmp_af158d,2024-11-18,in,social,trial_basic,admin,usr_ab8c013f
usr_77f927fe,cmp_aea70c,2024-10-08,uk,referral,trial_basic,member,usr_77f927fe
usr_c2b2b4b3,cmp_39d404,2024-02-13,us,email,trial_pro,admin,usr_c2b2b4b3
usr_07c762c5,cmp_711244,2024-11-06,in,organic,trial_basic,viewer,usr_07c762c5
usr_93db8b30,cmp_7ad968,2024-04-12,fr,organic,trial_pro,member,usr_93db8b30
usr_d6197eba,cmp_fc3cbe,2024-10-02,in,direct,free,viewer,usr_d6197eba
usr_065d21da,cmp_dac45e,2024-07-16,es,direct,free,member,usr_065d21da
usr_c99d0619,cmp_0f9a26,2024-02-18,es,direct,trial_basic,viewer,usr_c99d0619
usr_fbb09c4b,cmp_aeb318,2024-06-17,de,email,free,member,usr_fbb09c4b
usr_2ef2a5eb,cmp_7c4a20,2024-11-06,uk,email,trial_basic,member,usr_2ef2a5eb
usr_72880cd1,cmp_1e92c3,2024-05-29,es,social,trial_basic,viewer,usr_72880cd1
usr_dac1c508,cmp_055d05,2024-09-09,uk,social,free,member,usr_dac1c508
usr_3764a2b6,cmp_1eb902,2024-03-09,de,direct,trial_basic,member,usr_3764a2b6
usr_d521791c,cmp_ae3979,2024-08-21,us,paid_search,trial_pro,viewer,usr_d521791c
usr_89c70caa,cmp_3c3ac9,2024-05-08,uk,social,trial_basic,member,usr_89c70caa
usr_e5d2cf0c,cmp_20f12d,2024-07-01,uk,email,free,member,usr_e5d2cf0c
usr_3d8283c5,cmp_747b0b,2024-09-09,fr,social,trial_basic,viewer,usr_3d8283c5
usr_a6713348,cmp_3f1b02,2024-03-30,es,referral,trial_pro,viewer,usr_a6713348
usr_e94ed0ea,cmp_83bc16,2024-06-18,es,organic,trial_pro,viewer,usr_e94ed0ea
usr_eae0911a,cmp_584d33,2024-01-16,fr,email,trial_pro,viewer,usr_eae0911a
usr_e42a79a1,cmp_729afd,2024-04-12,us,email,trial_basic,viewer,usr_e42a79a1
usr_da21827a,cmp_f24d1d,2024-05-04,us,social,trial_basic,member,usr_da21827a
usr_d29faca3,cmp_a10a59,2024-12-19,es,email,trial_pro,member,usr_d29faca3
usr_24c1a138,cmp_fa0995,2024-12-15,us,direct,trial_basic,member,usr_24c1a138
usr_5ec0e0a1,cmp_522790,2024-04-07,es,email,trial_basic,admin,usr_5ec0e0a1
usr_375cf386,cmp_5c6f24,2024-08-15,es,email,trial_basic,viewer,usr_375cf386
usr_35100fd2,cmp_ae4abb,2024-03-07,uk,social,trial_basic,member,usr_35100fd2
usr_7bb58a2c,cmp_ddbc50,2024-09-27,uk,referral,trial_basic,admin,usr_7bb58a2c
usr_3969f8c9,cmp_f02287,2024-02-19,us,organic,trial_basic,viewer,usr_3969f8c9
usr_b61c31fc,cmp_bc5889,2024-03-12,fr,organic,free,admin,usr_b61c31fc
usr_e01d3f75,cmp_9f8928,2024-07-01,fr,referral,trial_basic,member,usr_e01d3f75
usr_48ea1dab,cmp_037c6b,2024-08-21,uk,email,free,admin,usr_48ea1dab
usr_e6b5321e,cmp_728704,2024-01-26,uk,referral,trial_basic,viewer,usr_e6b5321e
usr_2f8068df,cmp_97d3a0,2024-12-15,uk,email,free,viewer,usr_2f8068df
usr_fccad13f,cmp_70b863,2024-10-28,es,organic,trial_pro,member,usr_fccad13f
usr_f1ae1a19,cmp_0299ce,2024-03-15,es,social,trial_pro,viewer,usr_f1ae1a19
usr_c9b693c4,cmp_44d855,2024-09-14,uk,referral,trial_pro,member,usr_c9b693c4
usr_31be02d1,cmp_dce2a3,2024-03-21,in,referral,trial_basic,viewer,usr_31be02d1
usr_0f58cf5d,cmp_8ac9fa,2024-09-14,us,organic,trial_pro,member,usr_0f58cf5d
usr_7e540b1e,cmp_f1199f,2024-09-16,es,email,trial_pro,member,usr_7e540b1e
usr_91b10dfb,cmp_664c39,2024-01-29,uk,organic,free,viewer,usr_91b10dfb
usr_9a65f64f,cmp_b2944a,2024-01-23,de,referral,free,member,usr_9a65f64f
usr_d8cf5cf4,cmp_08aafa,2024-04-20,fr,direct,trial_pro,member,usr_d8cf5cf4
usr_703ee46a,cmp_60bc7f,2024-01-10,de,referral,free,member,usr_703ee46a
usr_b1c63c54,cmp_d1714f,2024-03-14,in,organic,trial_pro,viewer,usr_b1c63c54
usr_685f1ac9,cmp_f90cf5,2024-03-23,de,email,trial_pro,viewer,usr_685f1ac9
usr_de2fe34b,cmp_2404ab,2024-07-21,uk,social,trial_pro,viewer,usr_de2fe34b
usr_42e3f728,cmp_f16fc0,2024-11-02,de,organic,trial_basic,admin,usr_42e3f728
usr_5f280104,cmp_327895,2024-11-10,in,direct,trial_pro,member,usr_5f280104
usr_2881eb1e,cmp_7329aa,2024-10-09,us,email,trial_pro,admin,usr_2881eb1e
usr_3fd76e7d,cmp_3abd46,2024-09-26,es,referral,trial_pro,viewer,usr_3fd76e7d
usr_6ec9d7e3,cmp_279fd1,2024-03-11,es,social,trial_basic,member,usr_6ec9d7e3
usr_410848ec,cmp_7b41e4,2024-01-30,uk,paid_search,trial_basic,viewer,usr_410848ec
usr_3f1dd99e,cmp_62638f,2024-10-30,us,social,trial_pro,member,usr_3f1dd99e
usr_12927f3e,cmp_9621ac,2024-07-19,fr,social,trial_pro,member,usr_12927f3e
usr_ae98d5ef,cmp_65fea6,2024-10-17,de,organic,free,admin,usr_ae98d5ef
usr_95504cdc,cmp_e66779,2024-01-17,fr,referral,trial_pro,member,usr_95504cdc
usr_9a1b3ac6,cmp_5e97e3,2024-06-06,fr,referral,trial_pro,member,usr_9a1b3ac6
usr_2ee3be7f,cmp_6f2a7d,2024-06-09,uk,direct,trial_basic,admin,usr_2ee3be7f
usr_83c40a5d,cmp_43815f,2024-02-08,uk,organic,trial_pro,member,usr_83c40a5d
usr_db36ceec,cmp_a8c3f9,2024-08-26,us,direct,trial_pro,viewer,usr_db36ceec
usr_835dac29,cmp_a84e84,2024-11-23,fr,direct,trial_basic,member,usr_835dac29
usr_54cf9f1a,cmp_96250c,2024-09-12,fr,paid_search,trial_pro,admin,usr_54cf9f1a
usr_2a23d9d2,cmp_4d13d7,2024-07-15,fr,organic,free,member,usr_2a23d9d2
usr_3f689ccc,cmp_1fbe97,2024-09-26,fr,direct,trial_basic,member,usr_3f689ccc
usr_59d7c5c6,cmp_2b61e3,2024-06-21,uk,referral,trial_basic,viewer,usr_59d7c5c6
usr_22d10d39,cmp_ce2765,2024-10-02,es,referral,trial_basic,admin,usr_22d10d39
usr_db7b7d4e,cmp_e7103d,2024-05-01,de,paid_search,trial_basic,admin,usr_db7b7d4e
usr_024911aa,cmp_fe0a53,2024-12-14,uk,social,trial_pro,admin,usr_024911aa
usr_17aa235e,cmp_0a7636,2024-10-27,us,organic,trial_pro,member,usr_17aa235e
usr_a5e17714,cmp_dacb73,2024-08-15,fr,organic,free,member,usr_a5e17714
usr_89d43931,cmp_1892f7,2024-08-04,de,referral,trial_basic,admin,usr_89d43931
usr_cf72cef3,cmp_fe335a,2024-03-06,in,direct,trial_basic,viewer,usr_cf72cef3
usr_a0d3e5aa,cmp_15d4e6,2024-06-30,uk,email,trial_basic,viewer,usr_a0d3e5aa
usr_db1f5a0d,cmp_340294,2024-12-14,es,direct,trial_basic,admin,usr_db1f5a0d
usr_35b99d42,cmp_63a2f2,2024-07-29,es,organic,trial_pro,member,usr_35b99d42
usr_0819b87d,cmp_b8f23d,2024-08-24,es,email,trial_pro,viewer,usr_0819b87d
usr_67e1aa89,cmp_ca0fb2,2024-06-01,fr,direct,trial_basic,member,usr_67e1aa89
usr_280471ba,cmp_33d9c9,2024-10-11,es,email,trial_pro,viewer,usr_280471ba
usr_85c60b6f,cmp_baa713,2024-11-04,es,organic,trial_pro,member,usr_85c60b6f
usr_09aa1783,cmp_5500be,2024-09-24,fr,organic,trial_pro,admin,usr_09aa1783
usr_85315024,cmp_263372,2024-08-15,es,direct,free,admin,usr_85315024
usr_19409985,cmp_2660b4,2024-11-30,es,direct,trial_basic,member,usr_19409985
usr_67ce7a85,cmp_9e0591,2024-01-24,us,referral,free,viewer,usr_67ce7a85
usr_965564c8,cmp_936c9f,2024-06-16,uk,direct,trial_basic,admin,usr_965564c8
usr_ba6bba11,cmp_3b3a0e,2024-06-16,fr,referral,trial_pro,viewer,usr_ba6bba11
usr_0e869830,cmp_4f735f,2024-08-05,in,social,free,member,usr_0e869830
usr_4cc5eebd,cmp_2bc505,2024-05-25,fr,organic,trial_pro,member,usr_4cc5eebd
usr_2f30e82f,cmp_5dc974,2024-11-04,fr,social,trial_pro,member,usr_2f30e82f
usr_6403c7e7,cmp_950605,2024-04-21,us,social,trial_pro,member,usr_6403c7e7
usr_baef4c03,cmp_f65426,2024-07-14,us,referral,trial_pro,member,usr_baef4c03
usr_c508cb66,cmp_a7b0ce,2024-11-04,us,organic,trial_basic,admin,usr_c508cb66
usr_3910e8c9,cmp_c1bde1,2024-08-18,uk,referral,trial_pro,admin,usr_3910e8c9
usr_894fe2f3,cmp_d27dca,2024-11-15,es,organic,trial_pro,member,usr_894fe2f3
usr_1996f1d2,cmp_d28fad,2024-11-15,in,organic,trial_basic,member,usr_1996f1d2
usr_000142d2,cmp_b15391,2024-02-20,in,referral,free,member,usr_000142d2
usr_0ceb27d5,cmp_494f18,2024-11-19,uk,direct,free,member,usr_0ceb27d5
usr_e4bb11b5,cmp_db2c45,2024-01-16,de,referral,trial_basic,member,usr_e4bb11b5
usr_09b671fe,cmp_01b9a6,2024-08-31,us,direct,trial_basic,member,usr_09b671fe
usr_e609d352,cmp_34c25a,2024-12-29,es,paid_search,free,member,usr_e609d352
usr_a51e070c,cmp_4514ed,2024-11-25,us,referral,free,member,usr_a51e070c
usr_cb59ba74,cmp_23d052,2024-06-11,uk,direct,trial_basic,member,usr_cb59ba74
usr_7c1f1bc1,cmp_ef69cd,2024-08-03,de,social,trial_basic,member,usr_7c1f1bc1
usr_5e41cd66,cmp_b8b40c,2024-06-25,fr,email,trial_basic,member,usr_5e41cd66
usr_bba0a4ba,cmp_c46487,2024-06-21,us,organic,trial_pro,member,usr_bba0a4ba
usr_57c38150,cmp_c1ed97,2024-11-21,fr,organic,free,member,usr_57c38150
usr_5997ccb3,cmp_6b9b49,2024-08-16,de,organic,trial_basic,admin,usr_5997ccb3
usr_3251dcbe,cmp_257ee5,2024-02-02,us,social,trial_basic,member,usr_3251dcbe
usr_e8fa9d10,cmp_e44e59,2024-09-11,de,email,free,member,usr_e8fa9d10
usr_3bed30e6,cmp_d2dc92,2024-10-28,us,social,free,member,usr_3bed30e6
usr_fe6502e3,cmp_7ae37d,2024-08-13,de,paid_search,free,member,usr_fe6502e3
usr_3bb0cce1,cmp_b4d370,2024-12-15,uk,social,trial_pro,member,usr_3bb0cce1
usr_413a4b81,cmp_87aa88,2024-01-21,es,referral,free,member,usr_413a4b81
usr_9acf5404,cmp_90eea6,2024-03-25,fr,email,trial_pro,admin,usr_9acf5404
usr_f85757b2,cmp_5c19dd,2024-12-06,uk,direct,trial_basic,member,usr_f85757b2
usr_bb39b465,cmp_19806d,2024-09-07,us,direct,free,viewer,usr_bb39b465
usr_2d3ff129,cmp_17cdd9,2024-02-16,es,paid_search,free,member,usr_2d3ff129
usr_000587e0,cmp_40a669,2024-08-25,de,social,trial_pro,admin,usr_000587e0
usr_b928471c,cmp_915d76,2024-01-05,in,social,trial_basic,member,usr_b928471c
usr_9173098c,cmp_3e7230,2024-11-11,de,direct,trial_basic,viewer,usr_9173098c
usr_dd67489c,cmp_6e6e10,2024-02-12,es,direct,trial_pro,admin,usr_dd67489c
usr_18117924,cmp_62d8a9,2024-09-22,uk,organic,trial_basic,viewer,usr_18117924
usr_c78e1fc8,cmp_11790e,2024-12-12,de,referral,free,admin,usr_c78e1fc8
usr_2eb54047,cmp_058279,2024-01-13,in,social,free,member,usr_2eb54047
usr_1362bf02,cmp_93423a,2024-08-27,uk,paid_search,trial_pro,member,usr_1362bf02
usr_5c21cce6,cmp_024af6,2024-12-23,in,email,free,admin,usr_5c21cce6
usr_4458b348,cmp_e2dd1f,2024-10-04,in,organic,trial_basic,member,usr_4458b348
usr_a65b6805,cmp_ba5297,2024-10-31,fr,organic,trial_basic,viewer,usr_a65b6805
usr_566b9244,cmp_375a0e,2024-12-25,de,email,trial_basic,admin,usr_566b9244
usr_af0d4855,cmp_5bfca5,2024-01-18,fr,email,trial_pro,member,usr_af0d4855
usr_977d1448,cmp_05a8d1,2024-12-17,fr,organic,trial_pro,member,usr_977d1448
usr_d5911915,cmp_317759,2024-02-07,fr,email,trial_pro,member,usr_d5911915
usr_e204af8a,cmp_378704,2024-04-14,fr,direct,trial_pro,admin,usr_e204af8a
usr_eec23507,cmp_bb9c59,2024-01-14,uk,paid_search,trial_basic,viewer,usr_eec23507
usr_921e7aac,cmp_2c255a,2024-01-28,de,email,trial_pro,member,usr_921e7aac
usr_45c855a1,cmp_831774,2024-01-18,de,direct,trial_basic,member,usr_45c855a1
usr_a9f1846a,cmp_22e86c,2024-03-10,uk,email,trial_basic,admin,usr_a9f1846a
