invoice_id,customer_id,amount,revenue_date,revenue_type
sub_522ce5_inv_2,usr_0e0c1861,29.0,2024-03-18,recurring
sub_aec86a_inv_1,usr_0e0c1861,29.0,2024-03-20,new
sub_aec86a_inv_2,usr_0e0c1861,29.0,2024-04-20,recurring
sub_aec86a_inv_3,usr_0e0c1861,29.0,2024-05-20,recurring
sub_aec86a_inv_4,usr_0e0c1861,29.0,2024-06-20,recurring
sub_aec86a_inv_5,usr_0e0c1861,29.0,2024-07-20,recurring
sub_aec86a_inv_6,usr_0e0c1861,29.0,2024-08-20,recurring
sub_aec86a_inv_7,usr_0e0c1861,29.0,2024-09-20,recurring
sub_aec86a_inv_8,usr_0e0c1861,29.0,2024-10-20,recurring
sub_aec86a_inv_9,usr_0e0c1861,29.0,2024-11-20,recurring
sub_aec86a_inv_10,usr_0e0c1861,29.0,2024-12-20,recurring
sub_aec86a_inv_11,usr_0e0c1861,29.0,2025-01-20,recurring
sub_aec86a_inv_12,usr_0e0c1861,29.0,2025-02-20,recurring
sub_aec86a_inv_13,usr_0e0c1861,29.0,2025-03-20,recurring
sub_aec86a_inv_14,usr_0e0c1861,29.0,2025-04-20,recurring
sub_aec86a_inv_15,usr_0e0c1861,29.0,2025-05-20,recurring
sub_aec86a_inv_16,usr_0e0c1861,29.0,2025-06-20,recurring
sub_aec86a_inv_17,usr_0e0c1861,29.0,2025-07-20,recurring
sub_aec86a_inv_18,usr_0e0c1861,29.0,2025-08-20,recurring
sub_aec86a_inv_19,usr_0e0c1861,29.0,2025-09-20,recurring
sub_aec86a_inv_20,usr_0e0c1861,29.0,2025-10-20,recurring
sub_aec86a_inv_21,usr_0e0c1861,29.0,2025-11-20,recurring
sub_b8b7cd_inv_1,usr_4b87b7f1,0.0,2024-01-12,new
sub_605350_inv_1,usr_4b87b7f1,99.0,2024-01-27,new
sub_d68348_inv_1,usr_4b87b7f1,0.0,2024-02-27,new
sub_c1ebc4_inv_1,usr_6cefbcbb,0.0,2024-02-12,new
sub_223782_inv_1,usr_c013d6af,0.0,2024-05-26,new
sub_72838f_inv_1,usr_c013d6af,990.0,2024-06-10,new
sub_72838f_inv_2,usr_c013d6af,990.0,2024-07-10,recurring
sub_72838f_inv_3,usr_c013d6af,990.0,2024-08-10,recurring
sub_72838f_inv_4,usr_c013d6af,990.0,2024-09-10,recurring
sub_72838f_inv_5,usr_c013d6af,990.0,2024-10-10,recurring
sub_72838f_inv_6,usr_c013d6af,990.0,2024-11-10,recurring
sub_72838f_inv_7,usr_c013d6af,990.0,2024-12-10,recurring
sub_72838f_inv_8,usr_c013d6af,990.0,2025-01-10,recurring
sub_72838f_inv_9,usr_c013d6af,990.0,2025-02-10,recurring
sub_72838f_inv_10,usr_c013d6af,990.0,2025-03-10,recurring
sub_72838f_inv_11,usr_c013d6af,990.0,2025-04-10,recurring
sub_72838f_inv_12,usr_c013d6af,990.0,2025-05-10,recurring
sub_72838f_inv_13,usr_c013d6af,990.0,2025-06-10,recurring
sub_72838f_inv_14,usr_c013d6af,990.0,2025-07-10,recurring
sub_72838f_inv_15,usr_c013d6af,990.0,2025-08-10,recurring
sub_72838f_inv_16,usr_c013d6af,990.0,2025-09-10,recurring
sub_72838f_inv_17,usr_c013d6af,990.0,2025-10-10,recurring
sub_72838f_inv_18,usr_c013d6af,990.0,2025-11-10,recurring
sub_72838f_inv_19,usr_c013d6af,990.0,2025-12-10,recurring
sub_cc4123_inv_1,usr_f5388cd2,0.0,2024-09-26,new
sub_a6a32e_inv_1,usr_6f64768c,0.0,2024-01-02,new
sub_c4baea_inv_1,usr_91c7587e,0.0,2024-04-02,new
sub_d44a60_inv_1,usr_8dc2d7b4,0.0,2024-01-01,new
sub_f4b0c1_inv_1,usr_0ddfd11c,0.0,2024-11-25,new
sub_fc5d49_inv_1,usr_0ddfd11c,29.0,2024-12-10,new
sub_fc5d49_inv_2,usr_0ddfd11c,29.0,2025-01-10,recurring
sub_fc5d49_inv_3,usr_0ddfd11c,29.0,2025-02-10,recurring
sub_fc5d49_inv_4,usr_0ddfd11c,29.0,2025-03-10,recurring
sub_fc5d49_inv_5,usr_0ddfd11c,29.0,2025-04-10,recurring
sub_fc5d49_inv_6,usr_0ddfd11c,29.0,2025-05-10,recurring
sub_fc5d49_inv_7,usr_0ddfd11c,29.0,2025-06-10,recurring
sub_fc5d49_inv_8,usr_0ddfd11c,29.0,2025-07-10,recurring
sub_fc5d49_inv_9,usr_0ddfd11c,29.0,2025-08-10,recurring
sub_fc5d49_inv_10,usr_0ddfd11c,29.0,2025-09-10,recurring
sub_fc5d49_inv_11,usr_0ddfd11c,29.0,2025-10-10,recurring
sub_fc5d49_inv_12,usr_0ddfd11c,29.0,2025-11-10,recurring
sub_fc5d49_inv_13,usr_0ddfd11c,29.0,2025-12-10,recurring
sub_589d23_inv_1,usr_7c9a7e13,0.0,2024-09-11,new
sub_3da7d2_inv_1,usr_e78be6ee,0.0,2024-05-23,new
sub_576714_inv_1,usr_855a82f0,0.0,2024-09-16,new
sub_e4f7cd_inv_1,usr_ed58ad26,0.0,2024-11-16,new
sub_bc609f_inv_1,usr_5b676f82,0.0,2024-02-20,new
sub_a4a8e6_inv_1,usr_c862d93f,0.0,2024-11-16,new
sub_baf8c1_inv_1,usr_c862d93f,29.0,2024-12-01,new
sub_5bee7b_inv_1,usr_c862d93f,29.0,2025-01-01,new
sub_5bee7b_inv_2,usr_c862d93f,29.0,2025-02-01,recurring
sub_5bee7b_inv_3,usr_c862d93f,29.0,2025-03-01,recurring
sub_5bee7b_inv_4,usr_c862d93f,29.0,2025-04-01,recurring
sub_5bee7b_inv_5,usr_c862d93f,29.0,2025-05-01,recurring
sub_5bee7b_inv_6,usr_c862d93f,29.0,2025-06-01,recurring
sub_5bee7b_inv_7,usr_c862d93f,29.0,2025-07-01,recurring
sub_5bee7b_inv_8,usr_c862d93f,29.0,2025-08-01,recurring
sub_5bee7b_inv_9,usr_c862d93f,29.0,2025-09-01,recurring
sub_5bee7b_inv_10,usr_c862d93f,29.0,2025-10-01,recurring
sub_5bee7b_inv_11,usr_c862d93f,29.0,2025-11-01,recurring
sub_5bee7b_inv_12,usr_c862d93f,29.0,2025-12-01,recurring
sub_2075ec_inv_1,usr_0723adb6,0.0,2024-03-23,new
sub_82c32c_inv_1,usr_df775eeb,0.0,2024-03-05,new
sub_8446e5_inv_1,usr_df775eeb,290.0,2024-03-20,new
sub_8446e5_inv_2,usr_df775eeb,290.0,2024-04-20,recurring
sub_8446e5_inv_3,usr_df775eeb,290.0,2024-05-20,recurring
sub_8446e5_inv_4,usr_df775eeb,290.0,2024-06-20,recurring
sub_8446e5_inv_5,usr_df775eeb,290.0,2024-07-20,recurring
sub_8446e5_inv_6,usr_df775eeb,290.0,2024-08-20,recurring
sub_8446e5_inv_7,usr_df775eeb,290.0,2024-09-20,recurring
sub_8446e5_inv_8,usr_df775eeb,290.0,2024-10-20,recurring
sub_8446e5_inv_9,usr_df775eeb,290.0,2024-11-20,recurring
sub_8446e5_inv_10,usr_df775eeb,290.0,2024-12-20,recurring
sub_8446e5_inv_11,usr_df775eeb,290.0,2025-01-20,recurring
sub_8446e5_inv_12,usr_df775eeb,290.0,2025-02-20,recurring
sub_8446e5_inv_13,usr_df775eeb,290.0,2025-03-20,recurring
sub_8446e5_inv_14,usr_df775eeb,290.0,2025-04-20,recurring
sub_8446e5_inv_15,usr_df775eeb,290.0,2025-05-20,recurring
sub_8446e5_inv_16,usr_df775eeb,290.0,2025-06-20,recurring
sub_8446e5_inv_17,usr_df775eeb,290.0,2025-07-20,recurring
sub_8446e5_inv_18,usr_df775eeb,290.0,2025-08-20,recurring
sub_8446e5_inv_19,usr_df775eeb,290.0,2025-09-20,recurring
sub_8446e5_inv_20,usr_df775eeb,290.0,2025-10-20,recurring
sub_8446e5_inv_21,usr_df775eeb,290.0,2025-11-20,recurring
sub_d94965_inv_1,usr_06964ab8,0.0,2024-03-29,new
sub_592c95_inv_1,usr_812496ad,0.0,2024-05-05,new
sub_c026d7_inv_1,usr_812496ad,29.0,2024-05-20,new
sub_068737_inv_1,usr_812496ad,29.0,2024-06-20,new
sub_068737_inv_2,usr_812496ad,29.0,2024-07-20,recurring
sub_068737_inv_3,usr_812496ad,29.0,2024-08-20,recurring
sub_068737_inv_4,usr_812496ad,29.0,2024-09-20,recurring
sub_068737_inv_5,usr_812496ad,29.0,2024-10-20,recurring
sub_068737_inv_6,usr_812496ad,29.0,2024-11-20,recurring
sub_068737_inv_7,usr_812496ad,29.0,2024-12-20,recurring
sub_068737_inv_8,usr_812496ad,29.0,2025-01-20,recurring
sub_068737_inv_9,usr_812496ad,29.0,2025-02-20,recurring
sub_068737_inv_10,usr_812496ad,29.0,2025-03-20,recurring
sub_068737_inv_11,usr_812496ad,29.0,2025-04-20,recurring
sub_068737_inv_12,usr_812496ad,29.0,2025-05-20,recurring
sub_068737_inv_13,usr_812496ad,29.0,2025-06-20,recurring
sub_068737_inv_14,usr_812496ad,29.0,2025-07-20,recurring
sub_068737_inv_15,usr_812496ad,29.0,2025-08-20,recurring
sub_068737_inv_16,usr_812496ad,29.0,2025-09-20,recurring
sub_068737_inv_17,usr_812496ad,29.0,2025-10-20,recurring
sub_068737_inv_18,usr_812496ad,29.0,2025-11-20,recurring
sub_67fe42_inv_1,usr_b3fe065a,0.0,2024-07-18,new
sub_c6e105_inv_1,usr_f36084e1,0.0,2024-12-23,new
sub_39db71_inv_1,usr_8eadc72b,0.0,2024-01-23,new
sub_ed7604_inv_1,usr_93fbc3f8,0.0,2024-03-30,new
sub_b03c93_inv_1,usr_cbdc8225,0.0,2024-10-26,new
sub_c5932f_inv_1,usr_b4c7b2ee,0.0,2024-02-15,new
sub_456711_inv_1,usr_ca22562f,0.0,2024-04-19,new
sub_b6fb6b_inv_1,usr_93b06663,0.0,2024-02-04,new
sub_c8ce6c_inv_1,usr_680f5b74,0.0,2024-12-05,new
sub_033a52_inv_1,usr_1dd7f474,0.0,2024-07-04,new
sub_2eca42_inv_1,usr_ea3f6286,0.0,2024-06-05,new
sub_bb030b_inv_1,usr_1ec23281,0.0,2024-10-20,new
sub_2869aa_inv_1,usr_c4f673ba,0.0,2024-09-09,new
sub_a5ee2f_inv_1,usr_c664c761,0.0,2024-09-18,new
sub_6e7885_inv_1,usr_2030f8f1,0.0,2024-06-16,new
sub_c1d879_inv_1,usr_65e69172,0.0,2024-02-09,new
sub_f024dd_inv_1,usr_65e69172,290.0,2024-02-24,new
sub_f024dd_inv_2,usr_65e69172,290.0,2024-03-24,recurring
sub_f024dd_inv_3,usr_65e69172,290.0,2024-04-24,recurring
sub_f024dd_inv_4,usr_65e69172,290.0,2024-05-24,recurring
sub_f024dd_inv_5,usr_65e69172,290.0,2024-06-24,recurring
sub_f024dd_inv_6,usr_65e69172,290.0,2024-07-24,recurring
sub_f024dd_inv_7,usr_65e69172,290.0,2024-08-24,recurring
sub_f024dd_inv_8,usr_65e69172,290.0,2024-09-24,recurring
sub_f024dd_inv_9,usr_65e69172,290.0,2024-10-24,recurring
sub_f024dd_inv_10,usr_65e69172,290.0,2024-11-24,recurring
sub_f024dd_inv_11,usr_65e69172,290.0,2024-12-24,recurring
sub_f024dd_inv_12,usr_65e69172,290.0,2025-01-24,recurring
sub_f024dd_inv_13,usr_65e69172,290.0,2025-02-24,recurring
sub_f024dd_inv_14,usr_65e69172,290.0,2025-03-24,recurring
sub_f024dd_inv_15,usr_65e69172,290.0,2025-04-24,recurring
sub_f024dd_inv_16,usr_65e69172,290.0,2025-05-24,recurring
sub_f024dd_inv_17,usr_65e69172,290.0,2025-06-24,recurring
sub_f024dd_inv_18,usr_65e69172,290.0,2025-07-24,recurring
sub_f024dd_inv_19,usr_65e69172,290.0,2025-08-24,recurring
sub_f024dd_inv_20,usr_65e69172,290.0,2025-09-24,recurring
sub_f024dd_inv_21,usr_65e69172,290.0,2025-10-24,recurring
sub_f024dd_inv_22,usr_65e69172,290.0,2025-11-24,recurring
sub_8ef4cd_inv_1,usr_c56f448c,0.0,2024-10-05,new
sub_8e27fb_inv_1,usr_c56f448c,290.0,2024-10-20,new
sub_8e27fb_inv_2,usr_c56f448c,290.0,2024-11-20,recurring
sub_8e27fb_inv_3,usr_c56f448c,290.0,2024-12-20,recurring
sub_8e27fb_inv_4,usr_c56f448c,290.0,2025-01-20,recurring
sub_8e27fb_inv_5,usr_c56f448c,290.0,2025-02-20,recurring
sub_8e27fb_inv_6,usr_c56f448c,290.0,2025-03-20,recurring
sub_8e27fb_inv_7,usr_c56f448c,290.0,2025-04-20,recurring
sub_8e27fb_inv_8,usr_c56f448c,290.0,2025-05-20,recurring
sub_8e27fb_inv_9,usr_c56f448c,290.0,2025-06-20,recurring
sub_8e27fb_inv_10,usr_c56f448c,290.0,2025-07-20,recurring
sub_8e27fb_inv_11,usr_c56f448c,290.0,2025-08-20,recurring
sub_8e27fb_inv_12,usr_c56f448c,290.0,2025-09-20,recurring
sub_8e27fb_inv_13,usr_c56f448c,290.0,2025-10-20,recurring
sub_8e27fb_inv_14,usr_c56f448c,290.0,2025-11-20,recurring
sub_76c121_inv_1,usr_4ce708ab,0.0,2024-02-14,new
sub_394ea2_inv_1,usr_e706b8cd,0.0,2024-06-10,new
sub_eeda74_inv_1,usr_c2fe55ae,0.0,2024-06-30,new
sub_fdce68_inv_1,usr_5cfdec95,0.0,2024-04-19,new
sub_821e5f_inv_1,usr_5cfdec95,29.0,2024-05-04,new
sub_1529b8_inv_1,usr_5cfdec95,29.0,2024-06-04,new
sub_1529b8_inv_2,usr_5cfdec95,29.0,2024-07-04,recurring
sub_1529b8_inv_3,usr_5cfdec95,29.0,2024-08-04,recurring
sub_1529b8_inv_4,usr_5cfdec95,29.0,2024-09-04,recurring
sub_1529b8_inv_5,usr_5cfdec95,29.0,2024-10-04,recurring
sub_1529b8_inv_6,usr_5cfdec95,29.0,2024-11-04,recurring
sub_1529b8_inv_7,usr_5cfdec95,29.0,2024-12-04,recurring
sub_1529b8_inv_8,usr_5cfdec95,29.0,2025-01-04,recurring
sub_1529b8_inv_9,usr_5cfdec95,29.0,2025-02-04,recurring
sub_1529b8_inv_10,usr_5cfdec95,29.0,2025-03-04,recurring
sub_1529b8_inv_11,usr_5cfdec95,29.0,2025-04-04,recurring
sub_1529b8_inv_12,usr_5cfdec95,29.0,2025-05-04,recurring
sub_1529b8_inv_13,usr_5cfdec95,29.0,2025-06-04,recurring
sub_1529b8_inv_14,usr_5cfdec95,29.0,2025-07-04,recurring
sub_1529b8_inv_15,usr_5cfdec95,29.0,2025-08-04,recurring
sub_1529b8_inv_16,usr_5cfdec95,29.0,2025-09-04,recurring
sub_1529b8_inv_17,usr_5cfdec95,29.0,2025-10-04,recurring
sub_1529b8_inv_18,usr_5cfdec95,29.0,2025-11-04,recurring
sub_1529b8_inv_19,usr_5cfdec95,29.0,2025-12-04,recurring
sub_40c0ee_inv_1,usr_e052cb63,0.0,2024-04-02,new
sub_7233fe_inv_1,usr_e052cb63,29.0,2024-04-17,new
sub_7233fe_inv_2,usr_e052cb63,29.0,2024-05-17,recurring
sub_831c45_inv_1,usr_e052cb63,29.0,2024-05-18,new
sub_831c45_inv_2,usr_e052cb63,29.0,2024-06-18,recurring
sub_831c45_inv_3,usr_e052cb63,29.0,2024-07-18,recurring
sub_831c45_inv_4,usr_e052cb63,29.0,2024-08-18,recurring
sub_831c45_inv_5,usr_e052cb63,29.0,2024-09-18,recurring
sub_831c45_inv_6,usr_e052cb63,29.0,2024-10-18,recurring
sub_831c45_inv_7,usr_e052cb63,29.0,2024-11-18,recurring
sub_831c45_inv_8,usr_e052cb63,29.0,2024-12-18,recurring
sub_831c45_inv_9,usr_e052cb63,29.0,2025-01-18,recurring
sub_831c45_inv_10,usr_e052cb63,29.0,2025-02-18,recurring
sub_831c45_inv_11,usr_e052cb63,29.0,2025-03-18,recurring
sub_831c45_inv_12,usr_e052cb63,29.0,2025-04-18,recurring
sub_831c45_inv_13,usr_e052cb63,29.0,2025-05-18,recurring
sub_831c45_inv_14,usr_e052cb63,29.0,2025-06-18,recurring
sub_831c45_inv_15,usr_e052cb63,29.0,2025-07-18,recurring
sub_831c45_inv_16,usr_e052cb63,29.0,2025-08-18,recurring
sub_831c45_inv_17,usr_e052cb63,29.0,2025-09-18,recurring
sub_831c45_inv_18,usr_e052cb63,29.0,2025-10-18,recurring
sub_831c45_inv_19,usr_e052cb63,29.0,2025-11-18,recurring
sub_fecafa_inv_1,usr_0f284802,0.0,2024-02-10,new
sub_d3a891_inv_1,usr_4cc0bee7,0.0,2024-10-26,new
sub_573242_inv_1,usr_4cc0bee7,290.0,2024-11-10,new
sub_573242_inv_2,usr_4cc0bee7,290.0,2024-12-10,recurring
sub_573242_inv_3,usr_4cc0bee7,290.0,2025-01-10,recurring
sub_573242_inv_4,usr_4cc0bee7,290.0,2025-02-10,recurring
sub_573242_inv_5,usr_4cc0bee7,290.0,2025-03-10,recurring
sub_573242_inv_6,usr_4cc0bee7,290.0,2025-04-10,recurring
sub_573242_inv_7,usr_4cc0bee7,290.0,2025-05-10,recurring
sub_573242_inv_8,usr_4cc0bee7,290.0,2025-06-10,recurring
sub_573242_inv_9,usr_4cc0bee7,290.0,2025-07-10,recurring
sub_573242_inv_10,usr_4cc0bee7,290.0,2025-08-10,recurring
sub_573242_inv_11,usr_4cc0bee7,290.0,2025-09-10,recurring
sub_573242_inv_12,usr_4cc0bee7,290.0,2025-10-10,recurring
sub_573242_inv_13,usr_4cc0bee7,290.0,2025-11-10,recurring
sub_573242_inv_14,usr_4cc0bee7,290.0,2025-12-10,recurring
sub_e3612b_inv_1,usr_be5c5b70,0.0,2024-03-22,new
sub_88f2b5_inv_1,usr_df656a21,0.0,2024-11-03,new
sub_d13330_inv_1,usr_e80bae1b,0.0,2024-12-11,new
sub_060763_inv_1,usr_9a7217e2,0.0,2024-04-10,new
sub_7949f9_inv_1,usr_9a7217e2,290.0,2024-04-25,new
sub_7949f9_inv_2,usr_9a7217e2,290.0,2024-05-25,recurring
sub_7949f9_inv_3,usr_9a7217e2,290.0,2024-06-25,recurring
sub_7949f9_inv_4,usr_9a7217e2,290.0,2024-07-25,recurring
sub_7949f9_inv_5,usr_9a7217e2,290.0,2024-08-25,recurring
sub_7949f9_inv_6,usr_9a7217e2,290.0,2024-09-25,recurring
sub_7949f9_inv_7,usr_9a7217e2,290.0,2024-10-25,recurring
sub_7949f9_inv_8,usr_9a7217e2,290.0,2024-11-25,recurring
sub_7949f9_inv_9,usr_9a7217e2,290.0,2024-12-25,recurring
sub_7949f9_inv_10,usr_9a7217e2,290.0,2025-01-25,recurring
sub_7949f9_inv_11,usr_9a7217e2,290.0,2025-02-25,recurring
sub_7949f9_inv_12,usr_9a7217e2,290.0,2025-03-25,recurring
sub_7949f9_inv_13,usr_9a7217e2,290.0,2025-04-25,recurring
sub_7949f9_inv_14,usr_9a7217e2,290.0,2025-05-25,recurring
sub_7949f9_inv_15,usr_9a7217e2,290.0,2025-06-25,recurring
sub_7949f9_inv_16,usr_9a7217e2,290.0,2025-07-25,recurring
sub_7949f9_inv_17,usr_9a7217e2,290.0,2025-08-25,recurring
sub_7949f9_inv_18,usr_9a7217e2,290.0,2025-09-25,recurring
sub_7949f9_inv_19,usr_9a7217e2,290.0,2025-10-25,recurring
sub_7949f9_inv_20,usr_9a7217e2,290.0,2025-11-25,recurring
sub_337d48_inv_1,usr_cb563041,0.0,2024-12-20,new
sub_6b9a38_inv_1,usr_099bf747,0.0,2024-02-08,new
sub_f798a7_inv_1,usr_6f325de2,0.0,2024-12-19,new
sub_43b12d_inv_1,usr_73dfc800,0.0,2024-07-27,new
sub_b8fdae_inv_1,usr_73dfc800,29.0,2024-08-11,new
sub_6b326e_inv_1,usr_73dfc800,29.0,2024-09-11,new
sub_6b326e_inv_2,usr_73dfc800,29.0,2024-10-11,recurring
sub_6b326e_inv_3,usr_73dfc800,29.0,2024-11-11,recurring
sub_6b326e_inv_4,usr_73dfc800,29.0,2024-12-11,recurring
sub_6b326e_inv_5,usr_73dfc800,29.0,2025-01-11,recurring
sub_6b326e_inv_6,usr_73dfc800,29.0,2025-02-11,recurring
sub_6b326e_inv_7,usr_73dfc800,29.0,2025-03-11,recurring
sub_6b326e_inv_8,usr_73dfc800,29.0,2025-04-11,recurring
sub_6b326e_inv_9,usr_73dfc800,29.0,2025-05-11,recurring
sub_6b326e_inv_10,usr_73dfc800,29.0,2025-06-11,recurring
sub_6b326e_inv_11,usr_73dfc800,29.0,2025-07-11,recurring
sub_6b326e_inv_12,usr_73dfc800,29.0,2025-08-11,recurring
sub_6b326e_inv_13,usr_73dfc800,29.0,2025-09-11,recurring
sub_6b326e_inv_14,usr_73dfc800,29.0,2025-10-11,recurring
sub_6b326e_inv_15,usr_73dfc800,29.0,2025-11-11,recurring
sub_6b326e_inv_16,usr_73dfc800,29.0,2025-12-11,recurring
sub_14dc42_inv_1,usr_e12daaee,0.0,2024-01-07,new
sub_1132b3_inv_1,usr_11e22f96,0.0,2024-12-12,new
sub_252d3f_inv_1,usr_cd8a8935,0.0,2024-01-09,new
sub_f00e1f_inv_1,usr_cd8a8935,290.0,2024-01-24,new
sub_f00e1f_inv_2,usr_cd8a8935,290.0,2024-02-24,recurring
